Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,400,41,-1277.407470703125,0.9964616298675537,0.00012543666356932496,0.9929391134997335,0.00026247640690092326
halpha_ew_mean,400,35,-1294.2459716796875,0.9991540908813477,0.00011986343495364928,0.9983498445248562,0.00023780102478749288
oiii_5007_ew_mean,400,24,-1190.462158203125,0.997732937335968,0.00027365320119659547,0.9951437318484594,0.0005755277935968455
hbeta_ew_mean,400,32,-1310.0228271484375,0.9990009665489197,0.00011535139168949648,0.998055156426789,0.00022912265916761137
nii_6584_ew_std,400,20,-1335.5556640625,0.8686941862106323,0.00010755227751638809,0.724278750457973,0.00028693252135888813
halpha_ew_std,400,25,-1344.26171875,0.9639574289321899,9.492895262696331e-05,0.9082918816726475,0.0002694681110503902
oiii_5007_ew_std,400,24,-1195.921630859375,0.8698784708976746,0.00026387257877301054,0.7774549717211484,0.0005625703974853781
hbeta_ew_std,400,26,-1344.83740234375,0.9555099010467529,9.456522923665109e-05,0.9099462254221378,0.0002097215177356777
cov_nii_6584_ew_halpha_ew,400,31,-1553.768798828125,0.9393895268440247,2.196841088650095e-05,0.8462081896300996,6.829513806281198e-05
cov_nii_6584_ew_oiii_5007_ew,400,26,-1508.299560546875,0.9427508115768433,3.180241502658511e-05,0.8739811495192085,7.853009352998188e-05
cov_nii_6584_ew_hbeta_ew,400,32,-1585.6300048828125,0.9140526652336121,1.836784371448495e-05,0.8351249449872791,4.2424921821043034e-05
cov_halpha_ew_oiii_5007_ew,400,43,-1507.5074462890625,0.9643399715423584,2.705311599479807e-05,0.850582024850316,0.00011910253437168941
cov_halpha_ew_hbeta_ew,400,30,-1532.2288818359375,0.960039496421814,2.6222277526284272e-05,0.9068214979329289,6.797488971070974e-05
cov_oiii_5007_ew_hbeta_ew,400,35,-1502.695556640625,0.9543308019638062,2.888390819070658e-05,0.8253935785779886,0.00011807654440759982
