Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,700,23,-1310.42236328125,0.9955064058303833,0.0001229931675570465,0.987908081654447,0.0003477091418438094
halpha_ew_mean,700,36,-1272.1783447265625,0.9987304210662842,0.00014357741774371992,0.9960590125815701,0.00045460975554168593
oiii_5007_ew_mean,700,25,-1213.0655517578125,0.9978765845298767,0.0002353734241117339,0.9934526650721877,0.0007144543998885563
hbeta_ew_mean,700,34,-1292.005126953125,0.9986878037452698,0.00012166754834609994,0.996007051058748,0.00037841095926662976
nii_6584_ew_std,700,31,-1329.87353515625,0.949006199836731,0.00010105295860834378,0.8525254402504425,0.0002982020746735058
halpha_ew_std,700,30,-1321.3212890625,0.9881812930107117,0.00011061595644455876,0.9630876551493366,0.0003670427371571545
oiii_5007_ew_std,700,21,-1185.1619873046875,0.8141301274299622,0.00029312552255851543,0.6168054331457038,0.0007342709006156358
hbeta_ew_std,700,30,-1309.8897705078125,0.9834998846054077,0.00011545369637520471,0.9593359374809762,0.000301753056318297
cov_nii_6584_ew_halpha_ew,700,28,-1526.06005859375,0.9807944893836975,2.732315349558272e-05,0.9298063839129722,0.00011533782520168003
cov_nii_6584_ew_oiii_5007_ew,700,23,-1511.65771484375,0.9576541781425476,3.215471748429575e-05,0.8810693413315803,0.00010644628020685126
cov_nii_6584_ew_hbeta_ew,700,25,-1550.2550048828125,0.9744552373886108,2.325301191055693e-05,0.92256841231542,7.941512607253422e-05
cov_halpha_ew_oiii_5007_ew,700,36,-1400.8323974609375,0.963801383972168,5.696131451888549e-05,0.8740492098815698,0.00022926303547539365
cov_halpha_ew_hbeta_ew,700,33,-1455.5941162109375,0.9888220429420471,4.088235197347403e-05,0.9585135863726404,0.00016711019403095964
cov_oiii_5007_ew_hbeta_ew,700,32,-1416.0126953125,0.9538136124610901,5.5035539877259926e-05,0.8536977216245353,0.00019534321740991334
