Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,700,35,-1276.52880859375,0.9917392134666443,0.0001348910389176286,0.970364448094258,0.0004935312116704014
halpha_ew_mean,700,19,-1205.58984375,0.9963567852973938,0.0002558050805957407,0.9896535198138917,0.0007276582546682975
oiii_5007_ew_mean,700,26,-1159.53515625,0.9963359832763672,0.00033631285469796997,0.989607004733178,0.0009270676828654109
hbeta_ew_mean,700,23,-1242.32763671875,0.9967769980430603,0.00019365777709031293,0.9531665581460211,0.0028345945157185427
nii_6584_ew_std,700,20,-1293.6942138671875,0.9618650078773499,0.0001421742873507811,0.9262460590526135,0.000309886630532236
halpha_ew_std,700,24,-1253.2298583984375,0.9683442711830139,0.0001800817648393979,0.9369436202588453,0.00038999843528618027
oiii_5007_ew_std,700,24,-1219.3775634765625,0.9321641325950623,0.00021826036269731713,0.8562255827480931,0.0005561725929825412
hbeta_ew_std,700,17,-1279.9888916015625,0.9563383460044861,0.00015577649092283452,0.914981137680478,0.0003274358833966068
cov_nii_6584_ew_halpha_ew,700,20,-1400.687255859375,0.9681472778320312,6.966968493215387e-05,0.9394456613040366,0.00015000063314218984
cov_nii_6584_ew_oiii_5007_ew,700,27,-1448.71337890625,0.9042867422103882,4.892006390197854e-05,0.7794709579649128,0.00011335422603144264
cov_nii_6584_ew_hbeta_ew,700,22,-1454.509765625,0.9637032151222229,4.866447611029679e-05,0.9287631678125804,0.00010460163782006103
cov_halpha_ew_oiii_5007_ew,700,28,-1363.716552734375,0.9442378282546997,8.338166697561926e-05,0.9052901450493982,0.00015454453624304
cov_halpha_ew_hbeta_ew,700,16,-1370.358154296875,0.9631097912788391,8.81785613789816e-05,0.9303896094814351,0.00018199872135260208
cov_oiii_5007_ew_hbeta_ew,700,27,-1393.5123291015625,0.9495982527732849,6.836015987155843e-05,0.9131326351324188,0.00012676542895920625
