Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,300,31,-1277.486328125,0.9917917847633362,0.00013403279724025774,0.9703027818781218,0.0004945581607370372
halpha_ew_mean,300,19,-1208.8004150390625,0.9965510964393616,0.00024216218420072702,0.9891703168146047,0.0007616414687456574
oiii_5007_ew_mean,300,31,-1165.53759765625,0.9967072010040283,0.00030223887538586636,0.9892321695930975,0.0009605034283699141
hbeta_ew_mean,300,31,-1243.7200927734375,0.9970131516456604,0.0001794687984800336,0.9895293948661357,0.0006337334757766611
nii_6584_ew_std,300,18,-1296.8963623046875,0.9626705646514893,0.0001391712184586505,0.9259745271510127,0.0003110275065991722
halpha_ew_std,300,26,-1253.8895263671875,0.9684831500053406,0.00017929154101283183,0.9372223757075798,0.00038827435614810957
oiii_5007_ew_std,300,32,-1218.580078125,0.9340429902076721,0.00021221517655656616,0.8578282575584162,0.0005499728543781175
hbeta_ew_std,300,15,-1284.9991455078125,0.9563382267951965,0.00015577685908939329,0.9149815029494762,0.0003274344766243461
cov_nii_6584_ew_halpha_ew,300,32,-1399.036376953125,0.9708656668663025,6.372386511431588e-05,0.9358352585306547,0.00015894405013869493
cov_nii_6584_ew_oiii_5007_ew,300,25,-1445.4178466796875,0.9053748846054077,4.8363876366071445e-05,0.7863418648635233,0.00010982250827473027
cov_nii_6584_ew_hbeta_ew,300,21,-1454.022705078125,0.9635851383209229,4.882273427780171e-05,0.9291720784876061,0.0001040012078877297
cov_halpha_ew_oiii_5007_ew,300,30,-1362.5750732421875,0.9456577897071838,8.125839348820459e-05,0.9064060286441613,0.00015272367279916911
cov_halpha_ew_hbeta_ew,300,16,-1370.3604736328125,0.9631103873252869,8.817726142211683e-05,0.9303820264351874,0.00018201854748359697
cov_oiii_5007_ew_hbeta_ew,300,25,-1392.30810546875,0.9491919875144958,6.891114592024056e-05,0.9178113837557789,0.00011993773737288206
