Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,900,31,-1279.677490234375,0.9960165619850159,0.0001412151336862286,0.9928949197634404,0.0002641192336351214
halpha_ew_mean,900,37,-1281.022216796875,0.9991358518600464,0.00012245004225085358,0.9984432518121807,0.00022434026367560062
oiii_5007_ew_mean,900,27,-1186.70068359375,0.9977517127990723,0.00027138377500527007,0.9952459834708157,0.0005634097126404283
hbeta_ew_mean,900,37,-1308.8232421875,0.9990260601043701,0.00011245760490199144,0.9981380903866022,0.00021935218216398406
nii_6584_ew_std,900,20,-1333.578857421875,0.8669523596763611,0.00010897900857937034,0.7250670751196691,0.0002861121421418145
halpha_ew_std,900,32,-1339.4112548828125,0.9639959335327148,9.482754536840856e-05,0.9075281153702528,0.0002717123034571696
oiii_5007_ew_std,900,25,-1195.6922607421875,0.8739608526229858,0.0002555939714284186,0.7707121480559895,0.0005796155456912018
hbeta_ew_std,900,20,-1345.7794189453125,0.9527338743209839,0.00010046585732825943,0.9086098386356444,0.00021283375891001025
cov_nii_6584_ew_halpha_ew,900,27,-1549.8399658203125,0.9356675148010254,2.3317458317569227e-05,0.8585920938042035,6.27957526059867e-05
cov_nii_6584_ew_oiii_5007_ew,900,35,-1510.0279541015625,0.948803186416626,2.844027479793025e-05,0.8446892534198855,9.678367489161293e-05
cov_nii_6584_ew_hbeta_ew,900,25,-1583.5914306640625,0.9099171161651611,1.925164079212827e-05,0.8315779367621907,4.3337622330142865e-05
cov_halpha_ew_oiii_5007_ew,900,26,-1490.9971923828125,0.9513562917709351,3.690307099773413e-05,0.8701371725323902,0.00010351493424115296
cov_halpha_ew_hbeta_ew,900,27,-1531.9599609375,0.9586079716682434,2.7161641697088627e-05,0.9041794007820432,6.990233282744026e-05
cov_oiii_5007_ew_hbeta_ew,900,29,-1492.1123046875,0.9439862370491028,3.542639109008418e-05,0.8451481815949086,0.00010471761269486378
