Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,600,28,-1274.9888916015625,0.9904608726501465,0.0001557654602030721,0.9692050377404624,0.0005128392778252642
halpha_ew_mean,600,19,-1205.1429443359375,0.9963459372520447,0.0002565681968367973,0.9896081563633553,0.0007308486236294585
oiii_5007_ew_mean,600,37,-1160.8316650390625,0.9967138767242432,0.0003016254913307104,0.9892920717370818,0.0009551600850510278
hbeta_ew_mean,600,21,-1243.52783203125,0.9966940879821777,0.00019864015574228084,0.9897772652326625,0.0006187311194741577
nii_6584_ew_std,600,17,-1296.7952880859375,0.9626453518867493,0.00013926515929781893,0.9263412478726067,0.0003094866825116538
halpha_ew_std,600,24,-1254.38623046875,0.968587338924408,0.00017869892572380515,0.9378405345150691,0.000384451095620486
oiii_5007_ew_std,600,27,-1222.207275390625,0.93343186378479,0.00021418147513482013,0.8562866528447499,0.0005559363512737555
hbeta_ew_std,600,17,-1282.4486083984375,0.9555895328521729,0.00015844813826482103,0.9112146314834582,0.0003419419500539674
cov_nii_6584_ew_halpha_ew,600,26,-1407.1727294921875,0.9704973101615906,6.452967740018032e-05,0.9387595899295954,0.0001517001173205842
cov_nii_6584_ew_oiii_5007_ew,600,27,-1445.36376953125,0.9053407311439514,4.8381347149824176e-05,0.7891223055922765,0.00010839333276149351
cov_nii_6584_ew_hbeta_ew,600,21,-1454.028076171875,0.9635864496231079,4.882101213784649e-05,0.9291674003664911,0.00010400807707485543
cov_halpha_ew_oiii_5007_ew,600,28,-1366.3687744140625,0.945215106010437,8.192035232717444e-05,0.9046638528993598,0.00015556649990174085
cov_halpha_ew_hbeta_ew,600,16,-1370.3599853515625,0.9631102681159973,8.817754543486182e-05,0.930385377236016,0.00018200978670145294
cov_oiii_5007_ew_hbeta_ew,600,28,-1389.5408935546875,0.9482460021972656,7.019424070812119e-05,0.9110689923147972,0.00012977690015317152
