Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,800,34,-1282.26953125,0.9963378310203552,0.00012982621095779427,0.9928525946223669,0.00026569259853060744
halpha_ew_mean,800,39,-1285.8201904296875,0.9991346001625061,0.00012262375481737634,0.9984165585016207,0.00022818699006093326
oiii_5007_ew_mean,800,22,-1188.6507568359375,0.9977053999900818,0.00027697814790336516,0.9951532476751273,0.0005744000505325156
hbeta_ew_mean,800,37,-1301.7371826171875,0.9990124702453613,0.00011402429733410854,0.9981249503039461,0.0002209002196109651
nii_6584_ew_std,800,22,-1334.306640625,0.8675963878631592,0.00010845145168924454,0.7224536626729763,0.0002888318201641859
halpha_ew_std,800,27,-1339.865234375,0.9628854393959045,9.77523249564691e-05,0.9079247004152128,0.0002705470083351526
oiii_5007_ew_std,800,18,-1196.500732421875,0.861424446105957,0.00028101643340640997,0.7499358984415343,0.0006321357169763324
hbeta_ew_std,800,20,-1345.779541015625,0.9527338743209839,0.00010046581971407032,0.9086095434583228,0.0002128344463330103
cov_nii_6584_ew_halpha_ew,800,33,-1553.538818359375,0.9392964839935303,2.2002121081806335e-05,0.8557037852337627,6.407837898324186e-05
cov_nii_6584_ew_oiii_5007_ew,800,34,-1517.41748046875,0.9496086835861206,2.7992804330850546e-05,0.8437416308673265,9.737419676512369e-05
cov_nii_6584_ew_hbeta_ew,800,23,-1584.3167724609375,0.9103516936302185,1.9158776323265826e-05,0.8315367129326563,4.3348229864102584e-05
cov_halpha_ew_oiii_5007_ew,800,20,-1490.801513671875,0.9496382474899292,3.8206428328987255e-05,0.8731770785497144,0.00010109179532127162
cov_halpha_ew_hbeta_ew,800,28,-1531.9468994140625,0.9571982026100159,2.8086740456753958e-05,0.9089743817785007,6.640433385591212e-05
cov_oiii_5007_ew_hbeta_ew,800,35,-1495.54541015625,0.9521011114120483,3.0294092586150476e-05,0.82468889570076,0.00011855308197345054
