Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,200,25,-1273.375732421875,0.9900301694869995,0.0001627978726735803,0.9687798616784828,0.0005199198835014945
halpha_ew_mean,200,24,-1204.6292724609375,0.9964538812637329,0.00024899051482811627,0.989047733807139,0.0007702626167747469
oiii_5007_ew_mean,200,34,-1156.951416015625,0.9966278076171875,0.000309529990713881,0.9893166379672489,0.0009529687477615352
hbeta_ew_mean,200,22,-1240.1046142578125,0.9967288970947266,0.00019654911891940047,0.9895259567845696,0.0006339415656963005
nii_6584_ew_std,200,22,-1297.5728759765625,0.9628385305404663,0.00013854493438184872,0.9267904650550143,0.00030759923897649715
halpha_ew_std,200,20,-1252.7916259765625,0.967173159122467,0.00018674382830411942,0.9375498582819751,0.0003862489038128831
oiii_5007_ew_std,200,28,-1216.6048583984375,0.9308985471725464,0.00022233233718514355,0.8565097354161998,0.0005550733854236133
hbeta_ew_std,200,22,-1280.612060546875,0.956519365310669,0.00015513062369732346,0.9121289374420402,0.000338420654060639
cov_nii_6584_ew_halpha_ew,200,15,-1404.417724609375,0.96787428855896,7.026685136570882e-05,0.9396552879728687,0.00014948136179474477
cov_nii_6584_ew_oiii_5007_ew,200,27,-1446.0462646484375,0.902569591999054,4.979770068523698e-05,0.7802133224587806,0.0001129726429444304
cov_nii_6584_ew_hbeta_ew,200,18,-1452.905517578125,0.9633129239082336,4.918769949709222e-05,0.9300166102858758,0.00010276112734824537
cov_halpha_ew_oiii_5007_ew,200,27,-1367.865966796875,0.9457592368125916,8.110671437844207e-05,0.9068104306048379,0.00015206378251107663
cov_halpha_ew_hbeta_ew,200,16,-1370.359130859375,0.9631100296974182,8.817798890741839e-05,0.9303867901660363,0.0001820060925481066
cov_oiii_5007_ew_hbeta_ew,200,28,-1393.6578369140625,0.949647068977356,6.829390785344162e-05,0.9161520495512925,0.000122359201550356
