Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3500,25,0.989498423489201,0.0001714811335791533,0.9687043911864988,0.0005211767200022199
halpha_ew_mean,3500,25,0.996362173515464,0.0002554283311865486,0.9897456235791572,0.0007211806831777134
oiii_5007_ew_mean,3500,30,0.9961360847223915,0.0003546620030230423,0.9899133747944301,0.0008997391047709925
hbeta_ew_mean,3500,24,0.9965535826398557,0.0002070817203730189,0.9899788922128675,0.0006065276445706491
nii_6584_ew_std,3500,30,0.9629438309291525,0.00013815228482144063,0.9252683455742375,0.00031399461895357367
halpha_ew_std,3500,30,0.9673725142703189,0.00018560966088529234,0.9388121555018477,0.000378441701074044
oiii_5007_ew_std,3500,43,0.9329481802558189,0.00021573769602721449,0.8558267334885763,0.0005577154893553086
hbeta_ew_std,3500,24,0.9565997791663987,0.00015484367523333357,0.9140877475533642,0.00033087662557438236
cov_nii_6584_ew_halpha_ew,3500,21,0.9677663557172139,7.050287373181942e-05,0.9390010317446756,0.00015110203589637977
cov_nii_6584_ew_oiii_5007_ew,3500,30,0.9023819409248328,4.989360969692815e-05,0.7865717765832297,0.00010970433125458646
cov_nii_6584_ew_hbeta_ew,3500,26,0.9635991148141069,4.88040135120177e-05,0.9279075344155091,0.0001058580195534841
cov_halpha_ew_oiii_5007_ew,3500,31,0.941329498655694,8.773052459152873e-05,0.9067830159116119,0.00015210851693763726
cov_halpha_ew_hbeta_ew,3500,26,0.9632124135930774,8.793333499107714e-05,0.9315655280347653,0.00017892424250646167
cov_oiii_5007_ew_hbeta_ew,3500,40,0.948784338144332,6.946405693388692e-05,0.9146931855002405,0.00012448811990199105
