Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2000,25,0.9952192848984218,0.00013085150166951048,0.9880057149640223,0.00034490164734064886
halpha_ew_mean,2000,39,0.9986922931752141,0.0001478909044111502,0.9962808265216809,0.00042902256878286693
oiii_5007_ew_mean,2000,26,0.9978039156776255,0.00024343174347348396,0.993468180944828,0.0007127612860340993
hbeta_ew_mean,2000,44,0.9986377657334662,0.00012630452077739797,0.9958153804628646,0.000396575542665664
nii_6584_ew_std,2000,16,0.9411077695035337,0.00011670501722204569,0.8463690158606997,0.00031065072024810225
halpha_ew_std,2000,35,0.9884823916893924,0.00010779764859981292,0.9638122146131523,0.00035983798519929514
oiii_5007_ew_std,2000,29,0.8157088539810983,0.0002906357212630631,0.6315411792265648,0.0007060345150247322
hbeta_ew_std,2000,35,0.9828739058957395,0.00011983374756133242,0.957232647014231,0.00031736080152005967
cov_nii_6584_ew_halpha_ew,2000,47,0.981686023459782,2.6054796699709637e-05,0.9316553682462084,0.00011229968806449299
cov_nii_6584_ew_oiii_5007_ew,2000,26,0.9560898981345144,3.334252209660447e-05,0.8685762894025227,0.00011762791260650709
cov_nii_6584_ew_hbeta_ew,2000,39,0.974523986856671,2.3190434403541597e-05,0.9179252821906564,8.417719766702782e-05
cov_halpha_ew_oiii_5007_ew,2000,31,0.9617328892305238,6.0216222115231224e-05,0.870768880727922,0.00023523408352055917
cov_halpha_ew_hbeta_ew,2000,31,0.987529340506016,4.5610283198561734e-05,0.9606472967136646,0.00015851545860029183
cov_oiii_5007_ew_hbeta_ew,2000,42,0.9526636634629901,5.6405860454538695e-05,0.852970732406588,0.00019631389547749388
