Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,800,24,-1274.9847412109375,0.9904605746269226,0.00015576975630365498,0.9690804368895269,0.0005149142993781931
halpha_ew_mean,800,23,-1205.6951904296875,0.9964789748191833,0.0002472275870532605,0.989622456041001,0.0007298429407024382
oiii_5007_ew_mean,800,30,-1154.9169921875,0.996345579624176,0.00033543396610660417,0.9896000960185305,0.0009276839485246761
hbeta_ew_mean,800,23,-1242.3341064453125,0.9967771172523499,0.00019364928298042173,0.9531496059654421,0.0028356205466100724
nii_6584_ew_std,800,22,-1294.888916015625,0.9621676206588745,0.00014104621279089594,0.9248822314023477,0.000315616927106748
halpha_ew_std,800,20,-1252.7916259765625,0.967173159122467,0.00018674382355272809,0.9375489473616477,0.0003862545377789278
oiii_5007_ew_std,800,28,-1218.3104248046875,0.9316797852516174,0.00021981860876945023,0.8560235788479479,0.0005569540187402234
hbeta_ew_std,800,18,-1279.468994140625,0.9561867713928223,0.00015631716514658123,0.9162474780454148,0.000322558785953035
cov_nii_6584_ew_halpha_ew,800,20,-1400.687744140625,0.9681473970413208,6.966949349917639e-05,0.9394458036727147,0.00015000028047725607
cov_nii_6584_ew_oiii_5007_ew,800,30,-1447.2650146484375,0.9065330028533936,4.777194689357473e-05,0.7796757920421435,0.00011324893918089868
cov_nii_6584_ew_hbeta_ew,800,19,-1453.9146728515625,0.9635589122772217,4.885794638411504e-05,0.9281120420439878,0.0001055577278051189
cov_halpha_ew_oiii_5007_ew,800,24,-1365.63623046875,0.9449469447135925,8.232135825524608e-05,0.9055420018239404,0.00015413356434954923
cov_halpha_ew_hbeta_ew,800,16,-1370.3583984375,0.9631099104881287,8.817839516150448e-05,0.9303896908623831,0.00018199850857935986
cov_oiii_5007_ew_hbeta_ew,800,23,-1391.080322265625,0.9487743973731995,6.947755124129274e-05,0.9154397520512197,0.00012339865633617718
