Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1000,23,-1274.0234375,0.9903992414474487,0.0001567713332463656,0.9696969036793411,0.0005046480623025607
halpha_ew_mean,1000,21,-1208.4443359375,0.9965429306030273,0.00024273767102952318,0.9891517711333232,0.0007629457691289959
oiii_5007_ew_mean,1000,33,-1152.3897705078125,0.9966378808021545,0.00030860467830698743,0.9892094609010813,0.0009625290710213204
hbeta_ew_mean,1000,22,-1238.125732421875,0.9966854453086853,0.00019915942500065215,0.9896570943914251,0.0006260044607883105
nii_6584_ew_std,1000,20,-1296.8870849609375,0.962668240070343,0.00013917984919378928,0.9256534841214596,0.0003123764100124152
halpha_ew_std,1000,17,-1252.7384033203125,0.9671615362167358,0.00018681006190800185,0.9379454737419068,0.00038380205527857505
oiii_5007_ew_std,1000,27,-1217.698486328125,0.9314004778862,0.0002207172975842155,0.8562073142922689,0.0005562432621227107
hbeta_ew_std,1000,24,-1278.77099609375,0.957428514957428,0.00015188697583014513,0.9144070211586175,0.00032964699685283564
cov_nii_6584_ew_halpha_ew,1000,28,-1401.4542236328125,0.9713315367698669,6.27049001618025e-05,0.9386008780361963,0.00015209326643276556
cov_nii_6584_ew_oiii_5007_ew,1000,28,-1445.6290283203125,0.9055079817771912,4.82958626768694e-05,0.7766322627205582,0.00011481334497284612
cov_nii_6584_ew_hbeta_ew,1000,20,-1455.5478515625,0.9639534950256348,4.832885404390776e-05,0.9280218400655869,0.00010569017719100011
cov_halpha_ew_oiii_5007_ew,1000,29,-1361.780517578125,0.9453691244125366,8.168998704996518e-05,0.9053514179597443,0.00015444455305207614
cov_halpha_ew_hbeta_ew,1000,16,-1370.3587646484375,0.9631099700927734,8.817822936437287e-05,0.9303890196548177,0.00018200026347425083
cov_oiii_5007_ew_hbeta_ew,1000,31,-1388.111572265625,0.9494670033454895,6.85381875120488e-05,0.9132505111302442,0.000126593412673791
