Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1000,34,-1280.6788330078125,0.9961730241775513,0.0001356671915958021,0.9925095506202557,0.0002784446739363866
halpha_ew_mean,1000,33,-1284.3970947265625,0.9990659952163696,0.00013234562833785925,0.9983491203306823,0.00023790538714562798
oiii_5007_ew_mean,1000,28,-1185.451171875,0.997732937335968,0.0002736540479909075,0.9951656399838621,0.0005729314087933933
hbeta_ew_mean,1000,27,-1311.8988037109375,0.9990457892417908,0.00011017522764012845,0.9980783041032473,0.00022639562381282535
nii_6584_ew_std,1000,20,-1334.17041015625,0.8674759864807129,0.00010855011279121485,0.7252919910175264,0.0002858780807998863
halpha_ew_std,1000,26,-1338.346923828125,0.9625078439712524,9.874686841106638e-05,0.9076844029411929,0.00027125308002864436
oiii_5007_ew_std,1000,25,-1195.529541015625,0.873823881149292,0.00025587173174095024,0.7679051052920869,0.0005867114542165925
hbeta_ew_std,1000,21,-1342.964599609375,0.951838493347168,0.00010236896832988106,0.9097495382686891,0.0002101795721429885
cov_nii_6584_ew_halpha_ew,1000,32,-1550.803466796875,0.9360794425010681,2.316815687969998e-05,0.8558334160543977,6.40208131429597e-05
cov_nii_6584_ew_oiii_5007_ew,1000,35,-1507.7900390625,0.9497408270835876,2.7919399828430934e-05,0.847924279082005,9.476773150815183e-05
cov_nii_6584_ew_hbeta_ew,1000,31,-1586.7451171875,0.9117913246154785,1.88511081781023e-05,0.8370432030033931,4.193132413059832e-05
cov_halpha_ew_oiii_5007_ew,1000,33,-1495.682373046875,0.9587491154670715,3.1294565424965755e-05,0.8522279011836144,0.00011779059019387653
cov_halpha_ew_hbeta_ew,1000,21,-1527.8765869140625,0.954526960849762,2.9839610089891194e-05,0.9081795202810022,6.698419531997445e-05
cov_oiii_5007_ew_hbeta_ew,1000,18,-1492.21728515625,0.9401581287384033,3.784754149681609e-05,0.8477621261237754,0.00010294994839747934
