Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3500,27,0.9955189716995761,0.00015885456768493418,0.9924323277673708,0.00028131530171876605
halpha_ew_mean,3500,37,0.9988426432458344,0.00016399267847945728,0.9984601141552127,0.00022191026085845048
oiii_5007_ew_mean,3500,32,0.9976710995691718,0.00028111634089739406,0.9951584893165435,0.0005737788512443017
hbeta_ew_mean,3500,39,0.9987986353686439,0.00013871451027847574,0.9979063046910448,0.0002466589309712577
nii_6584_ew_std,3500,31,0.8715280496475304,0.0001052310323236043,0.733890710501025,0.00027692972347901924
halpha_ew_std,3500,26,0.9568893108331827,0.00011354490578442312,0.9027942421945969,0.00028562195383340696
oiii_5007_ew_std,3500,29,0.8667684391485835,0.0002701794286254002,0.7637423294815737,0.0005972345131250508
hbeta_ew_std,3500,29,0.9546858023674252,9.631692379135842e-05,0.9086560860484147,0.00021272605573329162
cov_nii_6584_ew_halpha_ew,3500,23,0.92503922908314,2.716970254803308e-05,0.8570454702946945,6.348256984195692e-05
cov_nii_6584_ew_oiii_5007_ew,3500,20,0.9313051795351135,3.816056008692677e-05,0.8626117012598089,8.561509574820984e-05
cov_nii_6584_ew_hbeta_ew,3500,23,0.8962770702857543,2.2166669246382078e-05,0.8311387502406877,4.345063186841524e-05
cov_halpha_ew_oiii_5007_ew,3500,30,0.9512162108476947,3.7009340283000505e-05,0.8702897170109474,0.00010339333954023185
cov_halpha_ew_hbeta_ew,3500,27,0.9543506798037291,2.9955306476261457e-05,0.9070305530083376,6.782238140268671e-05
cov_oiii_5007_ew_hbeta_ew,3500,29,0.9405666085078739,3.7589184465850136e-05,0.8469178128372591,0.00010352091018947622
