Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1000,30,-1304.4384765625,0.9954771399497986,0.0001237936830889726,0.9877826618955085,0.0003513156495545404
halpha_ew_mean,1000,30,-1266.8409423828125,0.9986397624015808,0.00015383211032178972,0.9961274834464501,0.0004467113484066605
oiii_5007_ew_mean,1000,25,-1213.4500732421875,0.997882068157196,0.00023477062995930166,0.9933662109420712,0.0007238883962139716
hbeta_ew_mean,1000,33,-1288.23681640625,0.998561441898346,0.00013338265596162291,0.9957350201412716,0.00040419127400316866
nii_6584_ew_std,1000,29,-1329.689453125,0.9472092986106873,0.00010461385199603611,0.8527006602216826,0.0002978477697748388
halpha_ew_std,1000,28,-1319.2386474609375,0.9884097576141357,0.00010847766107276962,0.9654076630585513,0.0003439734345520369
oiii_5007_ew_std,1000,29,-1176.8961181640625,0.8162926435470581,0.0002897151033089987,0.6319891766062484,0.0007051760700782026
hbeta_ew_std,1000,33,-1312.916748046875,0.9843607544898987,0.00010943004104241666,0.9601980313413896,0.0002953557747606244
cov_nii_6584_ew_halpha_ew,1000,27,-1525.99462890625,0.9807860851287842,2.733507984564072e-05,0.9305615446702394,0.00011409699157212503
cov_nii_6584_ew_oiii_5007_ew,1000,31,-1505.590087890625,0.9587557315826416,3.131823804778628e-05,0.8809340288489511,0.00010656738867965966
cov_nii_6584_ew_hbeta_ew,1000,30,-1550.4002685546875,0.9744799733161926,2.3230505875704322e-05,0.9213675520587761,8.064674835393889e-05
cov_halpha_ew_oiii_5007_ew,1000,34,-1401.81005859375,0.9628149271011353,5.85135949624927e-05,0.866102573311775,0.00024372797071000254
cov_halpha_ew_hbeta_ew,1000,41,-1449.0697021484375,0.9887086749076843,4.1297034788273764e-05,0.9575099979122084,0.00017115271898518773
cov_oiii_5007_ew_hbeta_ew,1000,35,-1415.97900390625,0.9553209543228149,5.323945145242659e-05,0.8559345670085331,0.00019235657510324148
