Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,900,23,-1273.8609619140625,0.9903888702392578,0.00015694099717909114,0.9692492529974114,0.0005121029456858883
halpha_ew_mean,900,24,-1205.129638671875,0.9964656829833984,0.00024816141892621674,0.9893774252908005,0.0007470757237188598
oiii_5007_ew_mean,900,27,-1154.0826416015625,0.9963251948356628,0.0003373052909906642,0.9896454909213895,0.0009236346685695701
hbeta_ew_mean,900,25,-1237.4461669921875,0.9967797994613647,0.00019349096274796237,0.9895375077626004,0.0006332424426406155
nii_6584_ew_std,900,20,-1296.88720703125,0.962668240070343,0.0001391796623632647,0.9256536020443435,0.00031237591454431305
halpha_ew_std,900,20,-1252.7913818359375,0.967173159122467,0.0001867439141992541,0.9375591113933125,0.0003861916740931004
oiii_5007_ew_std,900,28,-1216.42822265625,0.9330899715423584,0.00021528156036539292,0.8579344058857399,0.000549562233409681
hbeta_ew_std,900,17,-1279.989013671875,0.9563384056091309,0.00015577620066483357,0.9149818080485463,0.0003274333015864682
cov_nii_6584_ew_halpha_ew,900,20,-1400.6871337890625,0.9681472778320312,6.966976388931045e-05,0.9394456461791147,0.00015000067060850372
cov_nii_6584_ew_oiii_5007_ew,900,25,-1450.2554931640625,0.9052656888961792,4.841968541747693e-05,0.7799296545541705,0.00011311845120387919
cov_nii_6584_ew_hbeta_ew,900,21,-1453.900634765625,0.9635555148124695,4.8862517907835556e-05,0.9294016687269044,0.00010366408572324433
cov_halpha_ew_oiii_5007_ew,900,26,-1367.4080810546875,0.9455933570861816,8.135472112417208e-05,0.9084411355611437,0.00014940284990429625
cov_halpha_ew_hbeta_ew,900,16,-1370.359130859375,0.9631100296974182,8.817802768698843e-05,0.9303848566598528,0.0001820111477654458
cov_oiii_5007_ew_hbeta_ew,900,24,-1392.1513671875,0.9491388201713562,6.898324186739531e-05,0.9119398729489265,0.0001285060252126693
