Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1500,46,0.9963893344689572,0.00012799979681771842,0.9928395001819479,0.00026617936200873713
halpha_ew_mean,1500,56,0.9991371072441552,0.00012226834445143033,0.9983472270193999,0.00023817822892931457
oiii_5007_ew_mean,1500,26,0.9977207257807222,0.00027512607234877107,0.9952416994476779,0.0005639174223276403
hbeta_ew_mean,1500,41,0.9989959290349311,0.00011593417066652625,0.9980537368571794,0.0002292898991288679
nii_6584_ew_std,1500,23,0.8706240981114455,0.00010597145661896016,0.726269964071556,0.00028486034178020663
halpha_ew_std,1500,32,0.9622238218917614,9.949487394177529e-05,0.9082402441096937,0.0002696198389104989
oiii_5007_ew_std,1500,26,0.8711070332734081,0.0002613812213973853,0.7695146687839811,0.0005826426471962066
hbeta_ew_std,1500,20,0.9518829016832592,0.00010227458796055672,0.9047241438791676,0.00022188294985848396
cov_nii_6584_ew_halpha_ew,1500,30,0.9344538029871581,2.3757368743831073e-05,0.857170726430799,6.34269466908418e-05
cov_nii_6584_ew_oiii_5007_ew,1500,26,0.9385862404300082,3.4115868509077415e-05,0.8757262319820684,7.744262535753725e-05
cov_nii_6584_ew_hbeta_ew,1500,27,0.907776584135134,1.970910349215928e-05,0.8300833952032999,4.372219117101057e-05
cov_halpha_ew_oiii_5007_ew,1500,28,0.9525495594312208,3.5997808536470755e-05,0.8622786133575251,0.00010977906888291002
cov_halpha_ew_hbeta_ew,1500,19,0.9532597932198718,3.067115157121118e-05,0.9033401525491869,7.051457497345862e-05
cov_oiii_5007_ew_hbeta_ew,1500,32,0.9431819308898157,3.593510023837507e-05,0.8390598709334383,0.00010883479623445914
