Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3500,27,0.995385018473807,0.0001263152582926471,0.9877659107578923,0.0003517973368699001
halpha_ew_mean,3500,39,0.9986149200403643,0.00015664117065827606,0.9961852707842795,0.00044004533181365085
oiii_5007_ew_mean,3500,31,0.9978772962061786,0.00023529765234561772,0.9933041403206225,0.0007306616297642271
hbeta_ew_mean,3500,33,0.9984805001112427,0.00014088597679981672,0.996086179490394,0.00037091197388890493
nii_6584_ew_std,3500,30,0.9443133808508045,0.00011035255061759471,0.8428330721384056,0.0003178006026122704
halpha_ew_std,3500,39,0.9880391118678955,0.00011194647196143964,0.9613393501670641,0.0003844272368055775
oiii_5007_ew_std,3500,29,0.804253818392923,0.0003087008459431273,0.6208735928218114,0.0007264755623525034
hbeta_ew_std,3500,44,0.9836735768992988,0.00011423833435215219,0.9563627816022755,0.0003238157529042301
cov_nii_6584_ew_halpha_ew,3500,37,0.9795560478934161,2.9085055051037036e-05,0.9288932130399421,0.00011683829131817458
cov_nii_6584_ew_oiii_5007_ew,3500,32,0.9536875498896967,3.516671165740193e-05,0.8782833371279052,0.00010893983222650907
cov_nii_6584_ew_hbeta_ew,3500,51,0.9749996895885119,2.2757409309062452e-05,0.9211191604063398,8.090150297002586e-05
cov_halpha_ew_oiii_5007_ew,3500,41,0.9626842321321925,5.871921138401297e-05,0.8681583629597232,0.00023998590148960048
cov_halpha_ew_hbeta_ew,3500,35,0.9886074609096048,4.1667157580100735e-05,0.9594294072476964,0.00016342120308797574
cov_oiii_5007_ew_hbeta_ew,3500,40,0.9505419587627154,5.893407847909713e-05,0.8592945027362874,0.0001878703793813565
