Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2500,30,0.9954242734989626,0.00012524082091653387,0.9880682557705674,0.0003431032552615269
halpha_ew_mean,2500,33,0.9987153107445638,0.00014528780631306226,0.996135336075126,0.00044580551410074686
oiii_5007_ew_mean,2500,32,0.9978707069058266,0.00023602806367664108,0.9932554741615243,0.0007359721495217779
hbeta_ew_mean,2500,35,0.9985439089192963,0.00013500679778410732,0.9960797276553695,0.0003715234129823166
nii_6584_ew_std,2500,22,0.9420759285877058,0.00011478644457435528,0.846052192573477,0.00031129135522755326
halpha_ew_std,2500,43,0.9883079480136203,0.00010943033288236723,0.9638891399024572,0.0003590730685065924
oiii_5007_ew_std,2500,36,0.819075931581351,0.00028532568305429445,0.622025721394605,0.0007242678732098444
hbeta_ew_std,2500,42,0.984232731648621,0.00011032584802163944,0.9600947458725672,0.0002961222182480615
cov_nii_6584_ew_halpha_ew,2500,36,0.9805118380358493,2.7725278391173188e-05,0.9271107139437501,0.0001197671840101232
cov_nii_6584_ew_oiii_5007_ew,2500,41,0.9591276004102858,3.103588533308508e-05,0.877674924330224,0.00010948437877042389
cov_nii_6584_ew_hbeta_ew,2500,46,0.9739471591687145,2.371551203576147e-05,0.9205593633063051,8.147564020011074e-05
cov_halpha_ew_oiii_5007_ew,2500,31,0.9595775266745724,6.360784975050988e-05,0.8798799515237907,0.00021864957662601743
cov_halpha_ew_hbeta_ew,2500,34,0.9878889908319828,4.4294895409510914e-05,0.9556571270352021,0.00017861621328845592
cov_oiii_5007_ew_hbeta_ew,2500,45,0.9537411326979977,5.5121950803727915e-05,0.8633250252985034,0.00018248881421443583
