Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,400,28,-1306.310791015625,0.9955332279205322,0.0001222581009258968,0.9876645041399037,0.00035471333473810176
halpha_ew_mean,400,34,-1270.8143310546875,0.9987609386444092,0.00014012913712393418,0.996187153419316,0.000439828161809595
oiii_5007_ew_mean,400,25,-1214.076171875,0.9978908896446228,0.00023379277893701995,0.9933781373229665,0.0007225869727494077
hbeta_ew_mean,400,35,-1287.3712158203125,0.9986006617546082,0.00012974741405062348,0.9959292570299465,0.0003857834835580966
nii_6584_ew_std,400,31,-1326.96728515625,0.9497166275978088,9.964514818934368e-05,0.8474289336713592,0.0003085075052376027
halpha_ew_std,400,29,-1318.7454833984375,0.9883715510368347,0.00010883476452252026,0.9639319760346967,0.0003586471218134186
oiii_5007_ew_std,400,30,-1177.7119140625,0.8172890543937683,0.0002881437567229452,0.6324871432032191,0.0007042218749688206
hbeta_ew_std,400,33,-1313.6341552734375,0.9844353795051575,0.00010890793663541222,0.9615972623347042,0.0002849725960378777
cov_nii_6584_ew_halpha_ew,400,38,-1528.0946044921875,0.9822776913642883,2.5213063524617198e-05,0.9295526029227057,0.0001157548224889913
cov_nii_6584_ew_oiii_5007_ew,400,26,-1508.6746826171875,0.9582227468490601,3.1722972564066945e-05,0.8810682523687554,0.00010644725485916796
cov_nii_6584_ew_hbeta_ew,400,29,-1552.5771484375,0.974847674369812,2.289580705273091e-05,0.9201697933241688,8.187518966268223e-05
cov_halpha_ew_oiii_5007_ew,400,31,-1408.0074462890625,0.9618547558784485,6.002443011459524e-05,0.8700193254857285,0.00023659846805455223
cov_halpha_ew_hbeta_ew,400,37,-1467.3543701171875,0.9896649122238159,3.779955428007709e-05,0.9571670314607238,0.00017253421199078952
cov_oiii_5007_ew_hbeta_ew,400,28,-1420.83740234375,0.9537563323974609,5.51038128754721e-05,0.8511499245395997,0.0001987450433104072
