Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2500,28,0.9904864825220545,0.00015534703382540639,0.9691903687726823,0.0005130835652765491
halpha_ew_mean,2500,21,0.996282273319434,0.000261038487091503,0.9896867499518301,0.0007253212102106901
oiii_5007_ew_mean,2500,26,0.9960902123141738,0.0003588725508775028,0.9894968161490467,0.0009368966371510847
hbeta_ew_mean,2500,26,0.9967801454341897,0.0001934684494541307,0.9893977724427223,0.0006416999242114411
nii_6584_ew_std,2500,24,0.9625770690010585,0.0001395196414484794,0.9251645141389199,0.0003144308800295326
halpha_ew_std,2500,26,0.9681824202454828,0.00018100230699217852,0.9396319855758922,0.00037337112062856963
oiii_5007_ew_std,2500,32,0.9278659436294888,0.0002320896761019199,0.8558238040037255,0.0005577268216856126
hbeta_ew_std,2500,21,0.9566262733595498,0.0001547491490267603,0.9149456307850041,0.00032757263224702593
cov_nii_6584_ew_halpha_ew,2500,16,0.9678741907317769,7.026701214729274e-05,0.9396552339447453,0.0001494814956291306
cov_nii_6584_ew_oiii_5007_ew,2500,40,0.9031797874198229,4.9485822019153834e-05,0.7851147476424191,0.00011045325931579267
cov_nii_6584_ew_hbeta_ew,2500,17,0.9633695706088571,4.911177192056753e-05,0.9302544193626943,0.00010241193693424376
cov_halpha_ew_oiii_5007_ew,2500,36,0.9445808762261081,8.286871067547576e-05,0.9109293478203166,0.00014534266408869437
cov_halpha_ew_hbeta_ew,2500,20,0.9635836245481129,8.704602977620324e-05,0.9292362167757656,0.00018501430560784724
cov_oiii_5007_ew_hbeta_ew,2500,34,0.9483587386345619,7.004129966602264e-05,0.91252437100241,0.00012765306798772516
