Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,5000,29,0.9952665758679392,0.00016780211901291402,0.9918720971162822,0.00030214092019145093
halpha_ew_mean,5000,31,0.9986637730480292,0.0001893378477478147,0.9981374507233782,0.00026840872473500956
oiii_5007_ew_mean,5000,22,0.9974433975288769,0.000308601742821507,0.9945934873542345,0.0006407385665232953
hbeta_ew_mean,5000,32,0.9985655864451806,0.0001656232992051529,0.9977149270430189,0.0002692051944471158
nii_6584_ew_std,5000,36,0.8719078164113294,0.00010491996637895933,0.7354394125057633,0.0002753180487466899
halpha_ew_std,5000,27,0.9589445749085598,0.00010813175256625512,0.9049150492607523,0.0002793903367809313
oiii_5007_ew_std,5000,26,0.8628139391106731,0.000278198733915483,0.7475889654913994,0.0006380685163421062
hbeta_ew_std,5000,22,0.9527684540416759,0.00010039231521878895,0.9111329915241925,0.00020695772033477058
cov_nii_6584_ew_halpha_ew,5000,26,0.9287424836001025,2.5827449494137405e-05,0.8531027630834314,6.523342856900367e-05
cov_nii_6584_ew_oiii_5007_ew,5000,30,0.938491670249795,3.416840305273055e-05,0.8751102435949544,7.782648559327892e-05
cov_nii_6584_ew_hbeta_ew,5000,32,0.8991421890839821,2.1554363549590874e-05,0.8347584406713273,4.2519229094815476e-05
cov_halpha_ew_oiii_5007_ew,5000,29,0.9518193369162552,3.655178464222781e-05,0.8650629777412213,0.00010755962470706514
cov_halpha_ew_hbeta_ew,5000,27,0.9559444502885419,2.890946651369208e-05,0.9052531744053783,6.911900145806567e-05
cov_oiii_5007_ew_hbeta_ew,5000,32,0.9382750949603296,3.903847287565007e-05,0.8536638350558903,9.895895315727946e-05
