Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,300,34,-1285.86376953125,0.9964244961738586,0.00012675225133664556,0.9929963398298951,0.00026034911572858155
halpha_ew_mean,300,42,-1286.0423583984375,0.9991642832756042,0.00011841975490563465,0.9983957954978804,0.0002311791102832395
oiii_5007_ew_mean,300,27,-1187.1002197265625,0.9977577328681946,0.0002706619064282861,0.9951638634002573,0.0005731419559070008
hbeta_ew_mean,300,35,-1307.1539306640625,0.9990151524543762,0.00011371593006903447,0.9981060253939291,0.00022312976946645377
nii_6584_ew_std,300,20,-1334.1722412109375,0.867477536201477,0.00010854881786590349,0.7253039721358591,0.0002858656125099101
halpha_ew_std,300,26,-1342.5634765625,0.9635470509529114,9.600967738539897e-05,0.9046634406633677,0.0002801296442130088
oiii_5007_ew_std,300,23,-1195.81005859375,0.8740596771240234,0.0002553935446118975,0.7703753739216795,0.000580466875240403
hbeta_ew_std,300,29,-1346.372802734375,0.9559630155563354,9.360216354638218e-05,0.9093658796102719,0.00021107305469286316
cov_nii_6584_ew_halpha_ew,300,36,-1552.319091796875,0.9388009309768677,2.2181755355707887e-05,0.8553431611290064,6.423852322605862e-05
cov_nii_6584_ew_oiii_5007_ew,300,36,-1521.09326171875,0.9524439573287964,2.6417789213374206e-05,0.8499004962181629,9.353622911032845e-05
cov_nii_6584_ew_hbeta_ew,300,34,-1585.0865478515625,0.9137406945228577,1.8434508186311768e-05,0.8367152442525443,4.201571302959953e-05
cov_halpha_ew_oiii_5007_ew,300,24,-1497.759765625,0.9535006284713745,3.527627551073469e-05,0.8656572180702097,0.00010708594990898633
cov_halpha_ew_hbeta_ew,300,37,-1533.0518798828125,0.961563766002655,2.5222032289647837e-05,0.9131300268575802,6.337273848079067e-05
cov_oiii_5007_ew_hbeta_ew,300,19,-1491.419677734375,0.9398390054702759,3.804934450002757e-05,0.8534796650563397,9.908349701399089e-05
