Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,500,33,-1283.1038818359375,0.9963581562042236,0.00012910604372133326,0.9926099173204005,0.0002747137131249482
halpha_ew_mean,500,45,-1289.2802734375,0.9991821050643921,0.00011589094747463747,0.998336842969851,0.00023967465618200974
oiii_5007_ew_mean,500,26,-1186.9345703125,0.997755229473114,0.0002709609092859958,0.9951344425356624,0.0005766286919680361
hbeta_ew_mean,500,35,-1312.74853515625,0.9990512132644653,0.00010955280605028285,0.9980436154922427,0.00023048230045132835
nii_6584_ew_std,500,30,-1334.80078125,0.876560389995575,0.00010110907018118656,0.7423571022676839,0.00026811907453391743
halpha_ew_std,500,25,-1339.98779296875,0.9616560339927673,0.00010099024790415052,0.9096717049891216,0.0002654137438966957
oiii_5007_ew_std,500,26,-1195.3258056640625,0.873652458190918,0.00025621931367759515,0.7669379274889808,0.0005891563778589692
hbeta_ew_std,500,20,-1345.779541015625,0.9527338743209839,0.00010046577309711793,0.9086088099905227,0.0002128361544677438
cov_nii_6584_ew_halpha_ew,500,32,-1552.2681884765625,0.9367005825042725,2.2943017385401397e-05,0.860189820613016,6.208624165912904e-05
cov_nii_6584_ew_oiii_5007_ew,500,33,-1521.39990234375,0.9509289264678955,2.7259383304590377e-05,0.8566843995762731,8.930876184508823e-05
cov_nii_6584_ew_hbeta_ew,500,27,-1583.8564453125,0.9100761413574219,1.921766284239164e-05,0.8328008384192536,4.3022950670493e-05
cov_halpha_ew_oiii_5007_ew,500,19,-1493.4197998046875,0.9505096673965454,3.75453477950346e-05,0.8710873079896626,0.00010275757194358346
cov_halpha_ew_hbeta_ew,500,21,-1527.8779296875,0.9545273780822754,2.9839352055093953e-05,0.9081720745957239,6.698962704107304e-05
cov_oiii_5007_ew_hbeta_ew,500,19,-1491.4349365234375,0.9398452043533325,3.804544407031589e-05,0.8535797677425931,9.901580317328065e-05
