Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3000,28,0.9904047902593889,0.0001566809937115377,0.9691243846509903,0.0005141824219347033
halpha_ew_mean,3000,25,0.9962685550752308,0.0002620017073656152,0.9894050812719027,0.0007451307044873938
oiii_5007_ew_mean,3000,39,0.9962148885703828,0.0003474287360990828,0.9898109878341275,0.0009088721448240747
hbeta_ew_mean,3000,24,0.9964069694496291,0.00021589113272469526,0.9895576485639609,0.0006320234204458204
nii_6584_ew_std,3000,25,0.9625054226147929,0.00013978675249125524,0.9245252995643706,0.0003171166219458252
halpha_ew_std,3000,26,0.9684563377552136,0.00017944405832683944,0.9370512976394251,0.00038933245969236685
oiii_5007_ew_std,3000,35,0.9322650083546103,0.0002179357859898673,0.8589527624345965,0.0005456228538372638
hbeta_ew_std,3000,21,0.9561114852681631,0.00015658581433642012,0.916396155222155,0.00032198618075251085
cov_nii_6584_ew_halpha_ew,3000,18,0.968165717589134,6.962937151834744e-05,0.9394522178748361,0.00014998439170033193
cov_nii_6584_ew_oiii_5007_ew,3000,28,0.8893376454839489,5.65606853555185e-05,0.7715530867697545,0.00011742409434838309
cov_nii_6584_ew_hbeta_ew,3000,23,0.9636040446118119,4.879740394984413e-05,0.9291311121270964,0.00010406136143854394
cov_halpha_ew_oiii_5007_ew,3000,38,0.9446116989014377,8.282262125380686e-05,0.911294972467335,0.00014474604939065743
cov_halpha_ew_hbeta_ew,3000,20,0.9632436746035127,8.78586118257041e-05,0.9304363300279711,0.00018187656890284414
cov_oiii_5007_ew_hbeta_ew,3000,42,0.9462339291952795,7.292318927783557e-05,0.9202589101310855,0.00011636606541842974
