Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,500,35,-1274.4783935546875,0.9916254878044128,0.00013674773546430298,0.969883519093376,0.0005015402905391756
halpha_ew_mean,500,25,-1205.9398193359375,0.9966002106666565,0.00023871593547586644,0.9892490584537637,0.0007561036430610293
oiii_5007_ew_mean,500,32,-1163.057861328125,0.9967623353004456,0.0002971822615823871,0.9891762410467596,0.0009654923219976243
hbeta_ew_mean,500,22,-1242.3154296875,0.9967767596244812,0.00019367355358229003,0.9644394822320035,0.0021523006776985546
nii_6584_ew_std,500,21,-1292.8489990234375,0.9629095196723938,0.00013828030603554902,0.9249923115402442,0.00031515441130646534
halpha_ew_std,500,24,-1254.583984375,0.9686287641525269,0.0001784633580951653,0.9390517757856649,0.0003769596696581091
oiii_5007_ew_std,500,28,-1220.2891845703125,0.9325751662254333,0.00021693789389291336,0.8591262627001057,0.0005449516906748889
hbeta_ew_std,500,20,-1278.9925537109375,0.9560473561286926,0.0001568146400054197,0.9116228799428943,0.00034036964961011573
cov_nii_6584_ew_halpha_ew,500,20,-1400.6868896484375,0.9681472182273865,6.966988989470227e-05,0.9394454359862038,0.00015000119128250346
cov_nii_6584_ew_oiii_5007_ew,500,25,-1446.082275390625,0.9057931303977966,4.815010914355584e-05,0.7835304193766471,0.00011126762055678398
cov_nii_6584_ew_hbeta_ew,500,23,-1453.905029296875,0.9635565876960754,4.886107311063082e-05,0.9294898966518874,0.00010353453496738802
cov_halpha_ew_oiii_5007_ew,500,28,-1361.9188232421875,0.9454194903373718,8.161468814305053e-05,0.9055609759172715,0.00015410260302608383
cov_halpha_ew_hbeta_ew,500,22,-1370.427001953125,0.9655097126960754,8.244214723048172e-05,0.9296119404625154,0.00018403196331582855
cov_oiii_5007_ew_hbeta_ew,500,24,-1390.67041015625,0.9486342072486877,6.966767325343517e-05,0.9156433032445483,0.00012310161435295612
