nii_6584_ew
1.0768151
0.2550378
0.62677026
0.86043924
0.72966266
0.67192054
-0.24894518
0.5998213
0.43641305
0.17470038
1.1134977
0.38069433
0.571707
0.67318875
0.90156937
0.61381745
0.42504734
0.5398034
0.71322936
0.6956356
0.91447896
0.694642
0.7751646
0.649995
0.48114616
1.1800647
1.2308128
0.7501386
0.6892933
0.55880636
0.66495717
0.8412573
0.71340907
0.9121959
0.6950309
0.50399697
1.0255587
1.1745293
0.6167584
-0.02044022
0.39772177
0.57943845
0.89361215
0.8660215
1.082278
0.60571975
0.84029853
0.8334501
1.4271023
1.2047217
1.1946309
0.9841118
0.971557
0.9894872
1.0753386
0.44336492
0.7058106
0.96348035
0.8349849
0.80039454
0.856076
0.8476886
0.80610263
0.50104123
0.7201169
0.42145127
0.72253096
0.85629344
0.63777936
0.75122994
0.58591276
0.79685754
1.207938
0.9296726
0.82371515
0.6175829
0.46453017
0.7872028
0.59578794
0.2328814
0.14869246
-0.18257827
0.20308515
0.5482331
0.31003815
0.47529864
0.95265377
-0.15499592
0.10398352
0.15929809
-0.035171628
1.0532469
0.81542623
0.55233693
0.68955064
0.6568395
0.9420334
0.8873806
0.93129313
0.13652873
1.4309335
1.4051287
0.74416614
0.48958665
0.3146434
0.41673517
0.76903045
0.8970243
0.7265803
1.0310507
0.9288286
0.617025
0.80370283
0.13947332
1.0194595
0.9092319
1.2756472
1.0295213
0.90793896
0.8226553
1.0252669
0.8906009
0.8515386
1.0490907
0.8172033
1.0779762
0.34104705
-0.230851
0.2928107
0.6905608
0.20321658
0.70179427
-0.18788183
0.27796072
-0.021796167
0.8231624
0.7719519
0.6966697
1.0202283
0.7679449
0.8318289
0.9691911
0.6213418
1.0115656
0.69027215
0.8673882
0.71957487
1.0096289
0.9154203
0.8365091
1.2667512
0.39293146
0.68502927
1.0347419
0.8433633
0.99822724
0.87941617
1.0686419
0.77939636
0.19715735
0.6587127
0.5297784
0.38301906
0.54472077
0.5584497
1.1729276
0.9429493
1.0653359
1.1209621
1.2668931
1.484281
0.27870598
0.46050888
0.24618012
0.37120306
0.47179747
0.5228322
0.8734105
0.6712035
0.86050534
0.24849865
0.1394029
0.20962235
1.0808809
1.0455257
0.852365
0.79463583
0.42671478
0.4789626
0.72167253
0.41025305
1.0980127
0.5090698
0.12973356
0.44722903
0.83807814
0.30354828
0.5280791
0.79615146
0.4331106
0.67927366
0.685542
0.88281167
0.6834294
0.9507241
0.89493734
0.82759553
1.0960994
1.1470497
1.0383055
-0.22553593
0.29165262
0.3530325
-0.23901308
0.3234016
-0.3576858
0.6568899
0.7063564
0.71724206
1.0620638
0.56193286
0.88438916
0.6484565
0.79389834
0.66957897
0.5600074
0.55741715
0.41607472
0.39153418
0.77088636
0.5174773
0.6973885
0.90201986
0.7405242
0.94331264
1.067112
0.78278756
0.49809992
-0.005354643
0.071024716
0.6653758
0.6138701
0.33305827
1.0024567
0.745002
0.97557735
0.21461919
0.6783113
0.38748342
0.27004805
1.0958463
0.94288236
0.8800853
0.7526018
1.2895002
0.6248092
0.5941056
0.57101953
1.129528
1.0162191
1.1911597
0.9447615
0.62024575
0.7242078
0.63096017
0.7500773
1.0363615
0.53885865
0.4495568
0.79340893
0.9006793
0.68223804
0.74677444
1.631855
0.31028122
