hbeta_ew
0.6438483
0.26634574
0.41396177
0.6118448
0.54136443
0.452641
-0.50559765
0.42193884
0.115617216
0.19092172
0.7973636
0.41659117
0.3803218
0.3990155
0.5952778
0.4035015
0.120250165
0.49455345
0.458265
0.43434787
0.58111906
0.49969885
0.550391
0.5624739
0.22304434
1.1295401
0.9855175
0.4027393
0.22374958
0.16132385
0.58625495
0.7034408
0.3982954
0.65974915
0.35171568
0.19570827
0.6892259
0.89258873
0.32406723
-0.6405421
-0.032496035
0.25910658
0.5988741
0.5692305
0.7196666
0.31781667
0.6507405
0.5919844
1.1126114
0.8498642
0.90293205
0.71246403
0.62685263
0.6943387
0.7890935
0.39656252
0.66062
0.6228012
0.4585185
0.5398988
0.6454855
0.5787817
0.5175282
0.5056027
0.5098379
0.34651124
0.49526122
0.5502311
0.40255898
0.612756
0.40998977
0.5285572
0.9116447
0.6233788
0.46873564
0.31977034
0.105457306
0.51498973
0.42042828
-0.04095
0.09199482
-0.673587
-0.13750178
0.29647124
0.030459583
0.451751
0.7797
-0.5681284
-0.16594559
0.07667774
-0.2841298
0.96486944
0.5559453
0.33999902
0.5832609
0.61227906
0.6920154
0.56521344
0.73318166
-0.41331857
1.607915
1.6530441
0.48304504
0.14774632
0.12366736
0.52683806
0.55359113
0.66450644
0.6455992
0.85462993
0.7249038
0.38862205
0.4695018
-0.39319974
0.7292074
0.6277658
0.9158832
0.64265966
0.6025902
0.56374586
0.65179837
0.5783432
0.46823984
0.9879122
0.63065034
0.93912035
0.09375775
0.04770267
0.072624326
0.2844534
-0.24033958
0.40271884
-0.021707118
0.042041004
0.18535167
0.7852956
0.63633555
0.6027356
0.73258054
0.53886867
0.7079228
0.8200114
0.30164182
1.0624102
0.40617645
0.5422796
0.4122463
0.6327837
0.62202084
0.48681438
0.969377
0.28015232
0.45650393
0.9363378
0.717365
0.6647097
0.6395042
0.925171
0.53527224
0.2389912
0.4829681
0.657884
-0.006170094
0.31340212
0.2022044
0.8792461
0.7242379
0.68499434
0.8879683
1.106783
1.3338164
0.3150614
0.33666694
0.06288993
0.018516839
0.13453579
0.17111152
0.57811713
0.43341857
0.5155119
0.13358921
-0.05992323
-0.086366
0.6922747
0.6818558
0.51860267
0.360623
0.4340343
0.29755116
0.36777866
0.16279101
0.79913545
0.16944188
0.2680452
0.27617502
0.504167
0.27439445
0.38345134
0.44973087
0.02025795
0.35486102
0.3918007
0.6190125
0.49357447
0.66700566
0.6515858
0.5227465
0.7629557
0.7645305
0.7161962
-0.86873704
-0.076357424
-0.08004123
-1.0169408
-0.1339379
-1.0290413
0.74566704
0.59861326
0.5805069
0.7044723
0.20356077
0.5446394
0.27030474
0.38207322
0.30718797
0.18850678
0.20454621
0.03537005
0.36250836
0.5352231
0.23245019
0.48711002
0.59613836
0.55157816
0.7642817
0.8751433
0.8390849
0.28010672
-0.062283456
-0.36114448
0.3357243
0.36092716
-0.014125645
0.79072285
0.5477741
0.88331425
-0.11867267
0.46953994
0.20804358
0.36476368
0.85548913
0.84654784
0.67757523
0.49852663
1.2496598
0.40781832
0.40852308
0.3722099
0.73243237
0.66656625
0.72483444
0.76858234
0.57895666
0.5240849
0.65967643
0.63297254
0.87710845
0.5214199
0.18360531
0.52543724
0.6180792
0.48324573
0.5364839
1.1034365
0.5821134
0.6376158
0.40636867
0.49863866
0.5464731
0.93196344
0.65534925
0.75284266
0.05311787
0.33314407
0.4196471
0.71509707
0.53868246
0.5325537
0.47359723
0.6557045
0.60907364
0.21779048
0.14365578
0.32508355
0.09167194
0.7781862
0.50352913
0.7623653
0.82880634
0.73885024
0.56846833
0.32814866
0.7757799
0.027244627
0.42892098
0.24020857
0.84175444
0.7950813
0.850321
0.7573474
0.76984906
0.58687985
0.3228196
0.52614367
0.23353201
0.27006054
0.7685772
0.8255611
-0.25228864
-0.29106802
-0.37366217
0.6149937
0.630692
0.650365
0.6294739
0.5855941
0.50570285
0.5611366
0.867751
0.57298887
0.33364826
0.039483845
0.34468085
0.7204795
0.3944875
0.61937094
0.90969515
0.98829967
0.806632
0.8282192
0.67607415
0.8900481
0.35936493
0.77114564
0.68666923
0.9213696
0.6395067
0.9522406
0.9790632
0.92378736
0.74512887
0.77760184
0.79972494
1.0411599
-0.020717084
0.84367406
0.5157999
0.41996747
0.5790392
0.40226984
0.560121
0.32251155
0.31549335
0.7073053
0.5672866
0.35778475
0.32527786
0.4651032
0.6822967
0.68319523
0.39945066
0.30567014
0.9317137
0.6692999
0.8437251
0.7473091
0.6118507
0.6135167
0.52819747
0.35351652
0.3358345
0.66976047
0.68749475
0.4600892
-1.0116968
-0.078308165
-0.22583252
0.23346323
0.3419822
-0.18439037
0.6406977
0.6813482
0.681733
0.6195835
0.58467007
0.6773911
0.22672808
0.6301855
0.60087216
0.47138947
0.5638406
0.49402592
0.69472885
0.8109104
0.64682055
0.58439016
0.2183277
0.510502
0.39056236
0.41753376
0.18493491
0.7629183
0.7148012
0.66951275
0.2353012
0.43023026
0.6523698
0.077445924
0.9206572
0.835555
0.35652786
0.4979931
0.17170644
0.43122637
0.33906507
0.45825034
0.88335276
0.6208321
0.065920055
0.18041259
0.08358514
0.09477365
0.913909
0.67838955
0.82024163
0.38074774
0.48130363
-0.16215831
0.4798531
0.45339656
0.24460232
0.27574492
0.35595298
0.53379595
0.7068904
0.4645766
0.6133074
0.46855158
0.4665606
0.10255575
0.41614884
0.37253433
0.08270788
0.01660961
-0.3260556
-0.32331675
0.48717535
0.6702557
0.48124516
0.6914811
0.6094358
0.41014946
0.10383862
0.15355319
0.04073119
0.8607855
0.62871206
0.7965941
0.5298191
0.33431
0.32724583
0.9569689
0.5925423
0.38061684
0.8246332
0.7169641
0.38700163
-0.032110512
-0.086116016
0.2276668
0.5559602
0.594756
0.6852763
0.75533926
0.5855751
0.50054693
0.63453734
0.5976535
0.47916514
0.2492091
0.45463228
0.41686141
0.4255585
0.2217241
0.5625887
0.24141157
0.6058583
0.5895672
0.84727085
0.6101521
0.55815554
0.30325842
0.43444026
0.5986929
-0.18093044
-0.37751848
-0.269674
0.18772304
0.26706928
-0.17132622
0.019994736
-0.15212744
0.31591487
0.99894124
0.93250364
0.7211957
1.0559528
0.6510792
0.7051016
0.11413562
0.12573928
-0.14886457
0.8343905
0.61090124
