combo,complexity_nii_6584_ew,complexity_halpha_ew,complexity_oiii_5007_ew,complexity_hbeta_ew,r2_nii_6584_ew,r2_halpha_ew,r2_oiii_5007_ew,r2_hbeta_ew,mse_test_nii_6584_ew,mse_test_halpha_ew,mse_test_oiii_5007_ew,mse_test_hbeta_ew,mse_total
43-38-45-42,43,38,45,42,0.5397072434425354,0.7485301494598389,0.5916415452957153,0.722253680229187,0.05441051449632982,0.05588305384379626,0.11187849624163723,0.05070912425734517,0.2728811888391085
43-38-41-42,43,38,41,42,0.5397072434425354,0.7485301494598389,0.5914580821990967,0.722253680229187,0.05441051449632982,0.05588305384379626,0.11187993661528238,0.05070912425734517,0.27288262921275364
43-38-42-41,43,38,42,41,0.5397072434425354,0.7485301494598389,0.591460645198822,0.7221635580062866,0.05441051449632982,0.05588305384379626,0.1118679374971305,0.05072549665690676,0.2728870024941633
43-38-45-41,43,38,45,41,0.5397072434425354,0.7485301494598389,0.5916415452957153,0.7221635580062866,0.05441051449632982,0.05588305384379626,0.11187849624163723,0.05072549665690676,0.27289756123867004
43-38-41-41,43,38,41,41,0.5397072434425354,0.7485301494598389,0.5914580821990967,0.7221635580062866,0.05441051449632982,0.05588305384379626,0.11187993661528238,0.05072549665690676,0.27289900161231523
43-38-40-40,43,38,40,40,0.5397072434425354,0.7485301494598389,0.5910818576812744,0.7217997908592224,0.05441051449632982,0.05588305384379626,0.11180201702923849,0.05081034146032946,0.272905926829694
47-38-42-47,47,38,42,47,0.5404226183891296,0.7485301494598389,0.591460645198822,0.7224698066711426,0.05446128695712334,0.05588305384379626,0.1118679374971305,0.05069536310302376,0.2729076414010739
47-38-42-46,47,38,42,46,0.5404226183891296,0.7485301494598389,0.591460645198822,0.7224181890487671,0.05446128695712334,0.05588305384379626,0.1118679374971305,0.05070382356115253,0.2729161018592026
47-38-42-45,47,38,42,45,0.5404226183891296,0.7485301494598389,0.591460645198822,0.7223343849182129,0.05446128695712334,0.05588305384379626,0.1118679374971305,0.05070569214389931,0.27291797044194943
47-38-45-47,47,38,45,47,0.5404226183891296,0.7485301494598389,0.5916415452957153,0.7224698066711426,0.05446128695712334,0.05588305384379626,0.11187849624163723,0.05069536310302376,0.2729182001455806
47-38-41-47,47,38,41,47,0.5404226183891296,0.7485301494598389,0.5914580821990967,0.7224698066711426,0.05446128695712334,0.05588305384379626,0.11187993661528238,0.05069536310302376,0.27291964051922574
47-38-42-42,47,38,42,42,0.5404226183891296,0.7485301494598389,0.591460645198822,0.722253680229187,0.05446128695712334,0.05588305384379626,0.1118679374971305,0.05070912425734517,0.27292140255539526
47-38-45-46,47,38,45,46,0.5404226183891296,0.7485301494598389,0.5916415452957153,0.7224181890487671,0.05446128695712334,0.05588305384379626,0.11187849624163723,0.05070382356115253,0.27292666060370935
47-38-41-46,47,38,41,46,0.5404226183891296,0.7485301494598389,0.5914580821990967,0.7224181890487671,0.05446128695712334,0.05588305384379626,0.11187993661528238,0.05070382356115253,0.2729281009773545
47-38-45-45,47,38,45,45,0.5404226183891296,0.7485301494598389,0.5916415452957153,0.7223343849182129,0.05446128695712334,0.05588305384379626,0.11187849624163723,0.05070569214389931,0.27292852918645616
47-38-41-45,47,38,41,45,0.5404226183891296,0.7485301494598389,0.5914580821990967,0.7223343849182129,0.05446128695712334,0.05588305384379626,0.11187993661528238,0.05070569214389931,0.2729299695601013
47-38-45-42,47,38,45,42,0.5404226183891296,0.7485301494598389,0.5916415452957153,0.722253680229187,0.05446128695712334,0.05588305384379626,0.11187849624163723,0.05070912425734517,0.272931961299902
42-38-40-47,42,38,40,47,0.5386630296707153,0.7485301494598389,0.5910818576812744,0.7224698066711426,0.0545524403143095,0.05588305384379626,0.11180201702923849,0.05069536310302376,0.272932874290368
47-38-41-42,47,38,41,42,0.5404226183891296,0.7485301494598389,0.5914580821990967,0.722253680229187,0.05446128695712334,0.05588305384379626,0.11187993661528238,0.05070912425734517,0.2729334016735471
47-38-42-41,47,38,42,41,0.5404226183891296,0.7485301494598389,0.591460645198822,0.7221635580062866,0.05446128695712334,0.05588305384379626,0.1118679374971305,0.05072549665690676,0.27293777495495686
42-38-40-46,42,38,40,46,0.5386630296707153,0.7485301494598389,0.5910818576812744,0.7224181890487671,0.0545524403143095,0.05588305384379626,0.11180201702923849,0.05070382356115253,0.2729413347484968
