nii_6584_ew,halpha_ew,oiii_5007_ew,hbeta_ew
0.949459373638734,1.340919161215843,0.512516855114882,0.5383123038273951
0.6920430624273108,0.7537572310052407,0.03963690618569986,0.299522212423236
-0.0005477937576541247,0.15939788098340493,-0.5222727193632991,-0.3045244810831851
0.5881986010797635,0.8935022022023934,0.22302244868955684,0.2182539448014642
0.5840611510280656,1.3392898811620686,0.5214186495411735,0.7391828945572754
0.5728488571141344,1.1360681470073066,0.21276777054567328,0.5487721027223552
0.8173025707496792,1.4254585562128057,0.6082808608568693,0.8118966763500336
0.9303580641434809,1.4214638366090067,0.9531906178442376,0.7457053658280414
0.4732812528004956,0.869499783944687,-0.4189368853363095,0.199859222778054
0.8107299710330353,1.3715059403548786,-0.2401831586502967,0.7023060870275256
0.7582760468678207,1.2925108426351875,-0.18320211697689537,0.6528886855470015
0.19023006380780078,0.5082944080332361,-0.08660069117448205,0.3255547960451023
0.932317578357113,1.348402585483104,0.4442157663035695,0.7771499031067842
-0.2801852291459902,-0.001754233074949818,-0.498189055603243,-0.7333162850657553
1.1458804358380894,1.5869452306155853,0.5927856061508141,0.7969822956781455
0.508333073824219,1.3468890798519986,0.878230165922786,0.7916065055876741
0.9606252329237718,1.5520477058260045,0.8837445032107875,0.8919095287087819
0.44565794377141765,0.8204874677029691,-0.5197188062421019,-0.08580854239059013
0.952460727229727,1.3471019793301358,-0.4243845256943142,0.6332232537054057
0.5292221357943652,1.1057431371943285,-0.06170730909628758,0.4810741023812226
0.6572323423041709,1.1826329303831715,0.22281632134590135,0.6169887475360686
0.763692242438307,1.6563127036840801,1.3087244354239753,1.0474505182008524
0.6976460994371002,0.9640264608274023,0.16364937884815703,0.27559316914619914
0.9189727011099277,1.6055314238144451,0.8769313562312036,0.9451239766782364
-0.17212955257821436,0.5880283530758423,-0.703880924235278,-0.8468336452782248
-0.017391963105446384,-0.1919935450883455,-0.21428079229323127,-0.8722843020065868
1.0657403758919302,1.5444849420062468,0.09972364996538621,0.8089160554928753
0.03482720286226326,0.5446691390694316,-0.27835742009655784,-0.0712592860595298
0.18638734113425404,0.4275179909553042,-0.20948397675434227,-0.20014965117363445
0.15017007635282092,0.35477625568265564,-0.3400143445775262,-0.10770007619472208
0.6933029397936047,1.3420786684001995,0.40697137980863946,0.7293599844528583
0.5494652250159539,0.9905136331284929,0.401780718597484,0.3792739610706748
-0.13765730868383275,0.17350160811833737,-0.6365354688716458,-0.5844366532760199
0.5435596837412496,1.0465044388748794,0.12911205582790605,0.4213112715623826
0.49802484383612666,0.8547916423505347,-0.5273066765585728,0.11995131175494611
0.45742695574444786,1.1165288619679545,-0.03357584563340121,0.46640094969987744
0.4147695171178882,0.8860961276339134,0.32551384476842427,0.27380591241863456
0.45872796445623937,1.1252578146922292,-0.4130459418520897,0.47999852961633804
0.9216723465057993,1.378471038228442,-0.023556711548653075,0.722511435900701
0.7799225399807094,1.7400298734876294,1.5066574108753998,1.1104435959857346
0.7093585171149094,1.2072364956680928,0.20608550255162486,0.4768674404085542
0.9073387084599335,1.498187983692794,0.33895909068358415,0.7425782900805843
0.19460356563626324,0.38915424601192167,-0.03902762269887592,-0.03660711125626531
0.41626747765596966,0.8282447060868987,-0.49866105465820176,0.16648879008769202
0.5256698070510463,0.7198658102907632,-0.474127324217954,-0.033426261778909006
0.5442745310866557,0.9138189058041756,0.18742024804572885,0.27675937552771473
0.6035160394877425,1.2830362987420312,0.71253193778873,0.6311131754819066
0.4552521162388847,0.7113403629285875,0.5350514701558441,0.11469677069875456
0.5268289977610288,0.9554593937985607,-0.7882902732936623,0.20299088324455639
0.7548399978047146,1.3684178296609897,0.5872301097399879,0.661462021025255
1.4419345254710607,1.717037747892077,0.9906997679317592,0.9585717109129428
1.2476738693106801,1.865539145002778,1.0130167155536471,1.1671360373668804
0.9723852403936233,1.7926934932445124,1.3940822481097976,1.1278065183731725
0.48253699987326815,1.1092170575734308,-0.2917271248918756,0.5364021558974991
0.5343543304550992,0.7125712582202911,0.16533391865966093,0.1603204021711746
0.6652879117306297,1.091385965807555,-0.18661504513651495,0.45572830180077006
0.9215201778841056,1.4605925639966655,0.8093095651400234,0.7676126835360434
0.7191068240568504,0.9944529936253581,0.40375030935594874,0.5281483069995238
0.5484859796391537,0.9221857893963133,0.18886849251701654,0.30344120987067
0.43565384017574427,0.9980860084508881,0.243454547015867,0.4402507046206406
-0.02918647335442745,0.031221282954648044,-0.2824193852834689,-0.3090536030852314
0.9075414399222642,1.2573831290011668,0.7295110075560165,0.6801757745226815
0.7485223802311775,1.291546022191749,0.2526470733301416,0.626290170237399
0.8091872021645413,1.2572833649648851,0.15274545612528306,0.5815886079996123
0.7859783255070741,1.2099873103169079,0.06843580672892813,0.6135897711939574
0.6741629271681204,0.9739589729569642,-0.3302200394325968,0.37488999536020895
0.4539497930417465,0.6087188065832996,0.638447612612219,0.15900301175126447
-0.31820555209209067,-0.20915110207337062,0.3645413258506639,-0.7675493695047355
0.801001457541825,0.849159380229151,0.3576081356211296,0.18742074106386852
