seed,p_energy,p_wasserstein,d_ks2d,d_kl
16384,0.06200000000000001,0.045,0.146,0.516602959636814
19411,0.054849999999999996,0.015,0.122,0.5465413486545225
18449,0.055775000000000005,0.01,0.11950000000000001,0.5223438686976893
13257,0.053275,0.02,0.1355,0.5295130690031709
15687,0.07137500000000001,0.035,0.13249999999999998,0.5564123469303757
18605,0.0558,0.05,0.13150000000000003,0.5378930186065101
19568,0.06575,0.14,0.12899999999999998,0.5353989548146197
17761,0.062975,0.185,0.13499999999999998,0.535074932073375
19517,0.05597500000000001,0.01,0.14,0.539920503753401
10656,0.06182500000000001,0.01,0.1535,0.5389608367464087
19210,0.053000000000000005,0.005,0.129,0.5422517340594563
11265,0.057275,0.01,0.1335,0.5218083013290116
17266,0.06200000000000001,0.005,0.13599999999999998,0.5374974902699072
19996,0.0558,0.325,0.09950000000000003,0.5311888968325027
16862,0.06775,0.245,0.13699999999999998,0.5482141856438735
17005,0.05535,0.175,0.1285,0.541939258317528
11748,0.06252500000000001,0.045,0.121,0.5563411946171912
16836,0.05705000000000001,0.105,0.1235,0.5357207016911016
19582,0.05825,0.015,0.1375,0.553113862561367
16115,0.073575,0.155,0.145,0.5454721290268187
17345,0.061025,0.385,0.13849999999999998,0.540407608609285
18017,0.06525,0.01,0.109,0.5510206281550358
13247,0.05977500000000001,0.2,0.146,0.5396708776674953
16095,0.06237500000000001,0.01,0.12999999999999998,0.5398663710858809
17255,0.053000000000000005,0.06,0.1545,0.5397916990113263
10645,0.061125,0.08,0.13699999999999998,0.5621121727228304
11968,0.0616,0.005,0.119,0.5199930766044825
18356,0.053075000000000004,0.015,0.11850000000000002,0.5575921109910995
16517,0.064225,0.02,0.11550000000000002,0.523230121182134
17857,0.059025,0.055,0.1355,0.5488196692521855
10776,0.064775,0.225,0.12350000000000001,0.5150902542670719
15634,0.06075,0.045,0.12949999999999998,0.5499258680099299
15361,0.061099999999999995,0.03,0.152,0.5306740759852056
15046,0.05605,0.005,0.12800000000000003,0.5647461250439754
15944,0.048775000000000006,0.13,0.1445,0.5276836368957889
11891,0.06290000000000001,0.31,0.138,0.537976512643036
