conjunto,SF,Composite,AGN
train_lhc,92.4,7.373333333333333,0.22666666666666666
MvN,91.30185979971388,8.698140200286122,0.0
GMM (k=10),92.48132252424098,7.343824511206486,0.17485296455253538
