atflux,nii_6584_ew,halpha_ew,oiii_5007_ew,hbeta_ew
9.377384875899176,0.8571552185348268,1.2358087779464395,-0.06703871878446888,0.5208452168753255
9.616530665971569,0.5140161681061092,1.1550124833950717,0.10606487749574156,0.5139924214602963
9.837496063772589,0.8645343276854643,0.72184459952716,0.6274223083577394,0.010857805802269915
8.990467157765483,1.143158518855181,1.5659464542245576,0.9016733593056596,0.8926595812309837
9.193474606935098,0.4740379498512602,0.8154513400868239,-0.18015112179668902,0.10541998584233225
9.605823611174046,0.32222457140124755,0.7540997806426383,-0.15163610371723635,0.18709211988326263
9.129325279746396,0.8346743968046973,1.1639405957966131,0.44777253924063815,0.48938268095445503
9.002932291249351,0.9822513800613847,1.4265492368757662,0.7607721055921264,0.7362246151387001
9.670270983873072,0.3478078375351591,0.5702357606848845,-0.11381208036419332,-0.12635383143842538
9.464886870989243,0.8430656838831446,1.2209371887660052,0.45478438868236787,0.5635098108814446
9.242259286055926,0.5228718910516647,1.086201256658622,0.2618293191729174,0.4941130170948761
9.9187010013226,0.11083764348735865,-0.12577502750399205,-0.6504968188435484,-0.8140130151101961
8.399682320784633,0.2723463635006149,1.3759901793060125,1.095872959977592,0.717380505068309
9.813758406874998,0.3066475729440567,0.30766339195769815,0.024321572028925292,-0.038807449258513635
9.337702652660033,1.0891885201229148,1.5843695513278768,0.6220627592063789,0.8844085087734919
8.891890296251566,0.37014739990746504,1.4016651654141747,1.3639100432694038,0.7474005061168838
9.219933625227366,1.0369700225855374,1.5946993841792225,0.828580752281411,0.9421477280103596
9.599900360458763,0.6946097396824092,0.8520417743220154,0.05361621091242896,0.12851291576724694
9.303943087228236,1.2829786923474142,1.6824501045901992,0.6379148276354403,0.9717840662481052
9.438070044762036,0.7847978794388308,1.1038862409897925,-0.0233519484576189,0.4420422220180797
9.329145113110885,0.58576488097229,1.3834206891476322,0.6079535345906047,0.722453417373597
8.729656033438786,1.0694702402742489,1.6588122748139058,0.6439980627890864,0.9297336984064792
9.3435960704429,0.9128887359185719,1.6401986034486495,1.147909391385333,0.9756023693357374
9.153361126439384,1.0331838507250337,1.7396797112568807,0.9450501217421011,1.027164223958349
9.78967270652387,0.5387605242665957,0.11635280065791304,-0.15275381969037677,-0.5911438097366029
10.035608822712884,-0.3432200292372887,-0.14042503665536044,-0.6783026153783234,-0.6202277200349905
9.483282292165637,0.46420209927158557,0.653812004473341,0.3298445677400825,0.06043855484020372
9.563164352813208,0.27789509913673127,0.5403839008544085,-1.1255261657254725,-0.2382800803031968
9.581176218868832,0.4910138012529204,1.0220837404616716,0.22568479313625953,0.41370695272927543
9.767449927790697,0.23379790551789084,0.2765884688999292,0.10745780049224396,-0.1536069438491921
8.616945306392562,1.1019582192053559,1.6150041508269835,0.7421249546211084,0.8896043271692606
8.68318740852705,0.6426164205980537,1.4287160508110293,0.974701845110613,0.7340114487744573
9.756750375350682,0.6113590346976259,0.7383396667546535,0.3101861355939867,0.061319473276749775
9.211393130473748,0.7703669574249747,1.2664634167397817,-0.19586826934010704,0.5461113050754167
9.458007864482946,0.38356261286297044,0.8403708061062627,-0.09639417797189365,0.18448547325062747
9.23212745105604,0.7892696241380337,1.2966473977125446,-0.00252919702350346,0.48578588417824786
9.076355611044912,0.793714064738396,1.6451885511618372,1.2080671224589106,0.9883005892738899
9.466256949647052,0.8704893481577067,1.117695844013715,0.16896217379310563,0.47902580803579764
9.319886568985622,0.530032093790858,0.7993017732671945,-0.35870544486265943,0.06711652789960498
8.75011434872122,1.0048601858233026,1.7521320478638684,1.1593789766638287,1.0391106651785054
9.590838017200928,0.09569292403486918,0.3481102632572086,-0.7275521256355247,-0.3439455544433322
9.479566831174637,0.6542532792076394,1.0228936003359317,0.029744451914287165,0.3677314773390663
9.78649340093304,0.14056978516664836,0.21717204630606224,-0.06688132040416422,-0.1158574914578708
9.571462065859512,0.7413880108697279,0.8904657018828641,-0.5130172079476143,0.35317488350016
9.49652578517684,0.48626195811119677,0.9245406143517134,0.4886147223860048,0.26816504379332406
9.072421870739744,0.28518523578475474,1.223785834835588,0.6868657911769704,0.5205062486969038
9.078354256228334,0.5002119170187096,1.1139898826189736,0.17604087521068917,0.355567003713209
9.94411260187024,0.13098203761650934,0.14588726848324018,-0.5058105165774741,-0.3988109130725118
9.618006779485052,0.6658038994116269,0.9003676756960539,0.07496729964374456,0.2721449083402798
9.12450704085588,1.2763903448865084,1.5676811790632583,0.47130432129231004,0.9166824346323702
9.474528941428533,0.8471465478538727,1.2464468066445407,0.20009057048578804,0.5790668433611799
8.880524279844494,1.114235010644428,1.5690762417918018,0.6297910592694898,0.92540892850822
8.007458045258774,0.524895585729676,1.1793030300180947,0.4506839955616907,0.5305743866681667
9.172893581028807,0.8399222922124481,1.396785293859249,0.46055700738552807,0.808946668498385
9.673319944731954,0.48950353514443257,0.6710192111592136,0.008795805203368562,0.11556972782604748
9.17296019368537,0.9186765236017943,1.54782912132997,0.7313997400110234,0.8854036965683935
9.284210172963828,0.9159187928361908,1.4940445278517234,0.4079798556925929,0.8345931599700649
9.832388595499244,1.2618412046776317,1.7571540647443582,0.6254771822203682,0.9592114363279765
9.465514008963163,1.1699626371788454,1.8308065504714262,0.47329568232234254,1.1831502297703618
8.91003493721202,0.7390866773942448,1.3288580087903548,0.6855820879905792,0.6420147258728933
9.96356176442306,-0.017330607202771853,0.02246274064380488,-0.4223012618841261,-0.40928495223785777
9.102247021897302,0.9661986485164539,1.4491749180668547,-0.009922379997264086,0.6707011828281787
9.138413219976414,0.8781922085335865,1.2862031948889954,-0.05934784195462284,0.620174100347423
9.465072800985626,0.6270297304441342,0.8589362573097649,0.1704324181517924,0.1420507639885653
9.122405798472538,0.608473454491042,1.0538312532510228,0.03467890032220555,0.394226961035512
9.181377555740056,1.1369580977818907,1.5478346696842604,0.7535549772760011,0.8908652313672002
9.909817663571904,0.20832826109259842,0.20770906633884717,0.006860140851406682,-0.32845148055716783
