Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,4000,47,0.9959824085235596,0.0001424262903977366,0.9923832622676,0.0002831392279470315
halpha_ew_mean,4000,69,0.9985888004302979,0.00019996143893142999,0.9979673328663626,0.0002929241121287029
oiii_5007_ew_mean,4000,43,0.997771143913269,0.00026904266570046555,0.9952047684116823,0.0005682942065163553
hbeta_ew_mean,4000,45,0.99874347448349,0.00014508104120600047,0.9978219750718351,0.000256593831066087
nii_6584_ew_std,4000,58,0.8757272958755493,0.00010179148223404029,0.7336872540477926,0.0002771414528006065
halpha_ew_std,4000,41,0.961158037185669,0.0001023019674240807,0.9073822208278225,0.00027214098880671417
oiii_5007_ew_std,4000,39,0.8726552724838257,0.000258241536776138,0.7639704142051003,0.0005966579389613096
hbeta_ew_std,4000,51,0.9536887407302856,9.843615762531249e-05,0.9080586643229698,0.00021411735989101195
cov_nii_6584_ew_halpha_ew,4000,57,0.9342535138130188,2.382997089227523e-05,0.8598506779412993,6.223684652899936e-05
cov_nii_6584_ew_oiii_5007_ew,4000,39,0.9413822293281555,3.256268308950412e-05,0.8685621380530519,8.190701274209754e-05
cov_nii_6584_ew_hbeta_ew,4000,57,0.9138925075531006,1.840206146582157e-05,0.8189339663425901,4.6591113020518964e-05
cov_halpha_ew_oiii_5007_ew,4000,19,0.9494844675064087,3.832312256441928e-05,0.8698735867014052,0.00010372504109384802
cov_halpha_ew_hbeta_ew,4000,35,0.9569224715232849,2.826766391987895e-05,0.9005987991198718,7.251442679423197e-05
cov_oiii_5007_ew_hbeta_ew,4000,49,0.9397094249725342,3.813133041281632e-05,0.8540594953557921,9.869139025443084e-05
