Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2000,79,0.9915731549263,0.00013760250708473346,0.9639818383098293,0.0005998230448897498
halpha_ew_mean,2000,59,0.9967340230941772,0.00022931924903222655,0.9789892460906736,0.001477666630962365
oiii_5007_ew_mean,2000,69,0.9966871738433838,0.0003040787014226653,0.9887704849204351,0.0010016862566798663
hbeta_ew_mean,2000,37,0.9968645572662354,0.00018839751534798212,0.9885550193726543,0.0006927075618300457
nii_6584_ew_std,2000,52,0.9644280076026917,0.00013261898124240312,0.9272537718829179,0.0003056525959909511
halpha_ew_std,2000,66,0.9700189232826233,0.00017055493859005386,0.9363602416037758,0.00039360658347975487
oiii_5007_ew_std,2000,66,0.9354522228240967,0.0002076809060259888,0.8574906731878662,0.0005512787555134372
hbeta_ew_std,2000,53,0.9588450789451599,0.0001468329429895029,0.9141955076709514,0.0003304616055619471
cov_nii_6584_ew_halpha_ew,2000,81,0.972483217716217,6.01859250114347e-05,0.9364410786794358,0.00015744335823379737
cov_nii_6584_ew_oiii_5007_ew,2000,60,0.907029926776886,4.751796153650919e-05,0.7741651848892344,0.00011608144869083425
cov_nii_6584_ew_hbeta_ew,2000,66,0.9665073156356812,4.490489318713176e-05,0.9263401899343167,0.00010815945260050156
cov_halpha_ew_oiii_5007_ew,2000,52,0.9459883570671082,8.076411814374433e-05,0.9085302175561718,0.00014925748873130732
cov_halpha_ew_hbeta_ew,2000,62,0.9667924642562866,7.937587216448783e-05,0.928011194106712,0.00018821716882603696
cov_oiii_5007_ew_hbeta_ew,2000,80,0.9507002830505371,6.68654844228631e-05,0.8588597865264394,0.00020596572408572073
