Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,700,42,-1271.604248046875,0.9963220357894897,0.00013038481297538324,0.9932543325834976,0.0002507586753540621
halpha_ew_mean,700,51,-1281.281005859375,0.9991656541824341,0.00011822315828109733,0.998351930087665,0.00023750047797195778
oiii_5007_ew_mean,700,45,-1167.834716796875,0.9979134798049927,0.00025186196431517636,0.995136065934503,0.0005764362991421638
hbeta_ew_mean,700,38,-1306.9627685546875,0.9990776181221008,0.00010650272864924163,0.9980638655071821,0.0002280966395503781
nii_6584_ew_std,700,48,-1316.4317626953125,0.8819400668144226,9.67026022856287e-05,0.7393579225446779,0.00027124020575379975
halpha_ew_std,700,47,-1322.27001953125,0.9658458232879639,8.995531226899507e-05,0.9106012886924854,0.0002626823263387154
oiii_5007_ew_std,700,39,-1178.5692138671875,0.8843785524368286,0.0002344679614039156,0.7478766968547015,0.0006373411617538068
hbeta_ew_std,700,44,-1325.4097900390625,0.9571475386619568,9.108436758034863e-05,0.911785361506341,0.00020543845006072885
cov_nii_6584_ew_halpha_ew,700,37,-1547.1011962890625,0.9407296180725098,2.1482678474197633e-05,0.8584537303222745,6.285719640509711e-05
cov_nii_6584_ew_oiii_5007_ew,700,44,-1494.493896484375,0.9468865394592285,2.9504969352350668e-05,0.8676677494315874,8.246436128025508e-05
cov_nii_6584_ew_hbeta_ew,700,42,-1582.3802490234375,0.920545220375061,1.698030863725084e-05,0.8223513224057013,4.571177403378761e-05
cov_halpha_ew_oiii_5007_ew,700,45,-1486.9383544921875,0.9604426026344299,3.0009819962008157e-05,0.8449461250037333,0.00012359496544981475
cov_halpha_ew_hbeta_ew,700,49,-1516.9576416015625,0.9625622630119324,2.456680374890145e-05,0.9089018433470891,6.645725155436832e-05
cov_oiii_5007_ew_hbeta_ew,700,36,-1487.172119140625,0.9493512511253357,3.203324929938674e-05,0.8200033906105346,0.00012172162666586407
