Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,700,47,-1266.0245361328125,0.9919848442077637,0.00013088040740463243,0.9700811438318883,0.000498249176644478
halpha_ew_mean,700,43,-1183.208251953125,0.9967623949050903,0.00022732763832939934,0.9893145151485666,0.0007515001350621774
oiii_5007_ew_mean,700,43,-1154.1485595703125,0.9967862367630005,0.0002949871299011735,0.9891653022010524,0.0009664680801965575
hbeta_ew_mean,700,41,-1228.0523681640625,0.997098982334137,0.00017430996944060804,0.9894602549921195,0.0006379181673121419
nii_6584_ew_std,700,41,-1272.5906982421875,0.9652565121650696,0.00012953015292807828,0.9251249551253937,0.0003145970922922448
halpha_ew_std,700,47,-1227.7716064453125,0.9703099727630615,0.00016889929218447767,0.9351639639880629,0.00040100546048809396
oiii_5007_ew_std,700,40,-1205.72314453125,0.9371281266212463,0.00020228887576264238,0.8568903183970354,0.0005536011497690216
hbeta_ew_std,700,45,-1249.9776611328125,0.9591743350028992,0.00014565819255597567,0.913223946938363,0.0003342034087109113
cov_nii_6584_ew_halpha_ew,700,39,-1388.0546875,0.972573459148407,5.998852086541362e-05,0.9364662013692955,0.00015738112620441132
cov_nii_6584_ew_oiii_5007_ew,700,44,-1429.29833984375,0.907817542552948,4.7115408871256485e-05,0.7747202256710156,0.0001157961519441831
cov_nii_6584_ew_hbeta_ew,700,49,-1432.907470703125,0.9679110646247864,4.3022853949034934e-05,0.9262821960818416,0.00010824460871660212
cov_halpha_ew_oiii_5007_ew,700,45,-1345.37060546875,0.9484280943870544,7.711595774916464e-05,0.9024226068523489,0.0001592236940883702
cov_halpha_ew_hbeta_ew,700,39,-1348.504638671875,0.9673318266868591,7.808672766334628e-05,0.9286326169497257,0.00018659243777647267
cov_oiii_5007_ew_hbeta_ew,700,42,-1376.5009765625,0.9522292613983154,6.479171099708171e-05,0.9049262218883497,0.00013874103679175335
