Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3500,67,0.9955743551254272,0.00012113364478294184,0.987893072584202,0.0003481407351432012
halpha_ew_mean,3500,68,0.9987268447875977,0.00014398467810719466,0.9961809520919335,0.0004405435114481611
oiii_5007_ew_mean,3500,59,0.9979300498962402,0.0002294530490339746,0.9932269584070509,0.000739083828773606
hbeta_ew_mean,3500,55,0.9986934661865234,0.00012114060798478691,0.9959925542247685,0.00037978482127518006
nii_6584_ew_std,3500,66,0.9491064548492432,0.00010085427295746015,0.8456337624104775,0.0003121374451763844
halpha_ew_std,3500,74,0.989287793636322,0.00010025975040678065,0.966137794361268,0.0003367132782840605
oiii_5007_ew_std,3500,67,0.825127899646759,0.00027578155476135275,0.6279783665119996,0.0007128615160496277
hbeta_ew_std,3500,68,0.9853847622871399,0.00010226474438381421,0.9595460319816145,0.00030019402227801574
cov_nii_6584_ew_halpha_ew,3500,67,0.9814756512641907,2.635408201594689e-05,0.9339760860526667,0.00010848642754843901
cov_nii_6584_ew_oiii_5007_ew,3500,62,0.9609377384185791,2.9661361580680015e-05,0.8792603620847395,0.00010806536744603366
cov_nii_6584_ew_hbeta_ew,3500,56,0.9756361246109009,2.217805524290364e-05,0.9189220361730801,8.315491018017005e-05
cov_halpha_ew_oiii_5007_ew,3500,63,0.9640021920204163,5.66453278410875e-05,0.8725163865289894,0.000232053170688755
cov_halpha_ew_hbeta_ew,3500,35,0.9886074662208557,4.1667157580100735e-05,0.9594294072476964,0.00016342120308797574
cov_oiii_5007_ew_hbeta_ew,3500,67,0.9534729719161987,5.5441474514587853e-05,0.8591158246607877,0.00018810895085499498
