Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,400,43,-1266.2904052734375,0.9919990301132202,0.00013064856641960455,0.9695786253237145,0.0005066177931296579
halpha_ew_mean,400,40,-1187.579345703125,0.9967485666275024,0.00022829875451078484,0.944792102450598,0.003882719693277105
oiii_5007_ew_mean,400,41,-1148.5308837890625,0.9967731833457947,0.0002961834268704781,0.9891947341696564,0.000963842713183923
hbeta_ew_mean,400,42,-1226.659423828125,0.9970719218254089,0.00017593637698345665,0.9892410451825614,0.0006511858431302552
nii_6584_ew_std,400,47,-1268.6611328125,0.9655060172080994,0.00012859993163079458,0.9243441094288332,0.0003178779155101574
halpha_ew_std,400,44,-1233.789794921875,0.9705086946487427,0.00016776875205315496,0.9346024767672133,0.00040447821199180334
oiii_5007_ew_std,400,43,-1205.119140625,0.9389482736587524,0.00019643255707843204,0.8487633496560955,0.000585039269040388
hbeta_ew_std,400,45,-1250.2989501953125,0.9592616558074951,0.00014534659817039993,0.9119721813491888,0.00033902437385105086
cov_nii_6584_ew_halpha_ew,400,47,-1385.3138427734375,0.9729853868484497,5.908759824909399e-05,0.9349783164735848,0.0001610668022633951
cov_nii_6584_ew_oiii_5007_ew,400,43,-1426.2122802734375,0.9119826555252075,4.498659023740768e-05,0.7620499494725165,0.00012230880596395146
cov_nii_6584_ew_hbeta_ew,400,45,-1431.4571533203125,0.9675993323326111,4.3440806467335605e-05,0.9271882643285498,0.00010691417023875015
cov_halpha_ew_oiii_5007_ew,400,43,-1346.72265625,0.9488908648490906,7.642391979815241e-05,0.9048680503341673,0.0001552332970066378
cov_halpha_ew_hbeta_ew,400,43,-1346.05615234375,0.9667941927909851,7.93718081374582e-05,0.927716503711875,0.00018898764683450195
cov_oiii_5007_ew_hbeta_ew,400,40,-1387.535400390625,0.9556172490119934,6.019654587414667e-05,0.8983824611318417,0.00014829033808078936
