Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2500,52,0.9906122088432312,0.00015329389523140993,0.9688841724600056,0.0005181827595714617
halpha_ew_mean,2500,49,0.9966517090797424,0.00023509981999869867,0.9868027590263067,0.0009281495890987398
oiii_5007_ew_mean,2500,81,0.9964570999145508,0.00032519734997282096,0.9898072263945167,0.0009092076697631906
hbeta_ew_mean,2500,51,0.9968899488449097,0.00018687018829139133,0.9896952344945465,0.0006236960306824515
nii_6584_ew_std,2500,44,0.9637465476989746,0.00013515955229106928,0.9102209524206296,0.0003772181688109545
halpha_ew_std,2500,76,0.9699949622154236,0.0001706913428780217,0.9355033606935012,0.0003989063202487472
oiii_5007_ew_std,2500,72,0.9364144802093506,0.0002045849314287306,0.851886935888287,0.0005729560828423965
hbeta_ew_std,2500,53,0.958930492401123,0.00014652808325697208,0.9072770826937964,0.00035710675855863365
cov_nii_6584_ew_halpha_ew,2500,77,0.9713832139968872,6.259194589579515e-05,0.938390709150327,0.00015261388091929274
cov_nii_6584_ew_oiii_5007_ew,2500,57,0.9061057567596436,4.799034346810886e-05,0.785639528494348,0.00011018351648846445
cov_nii_6584_ew_hbeta_ew,2500,60,0.9664695262908936,4.4955550439522845e-05,0.9285385086388894,0.00010493151938269926
cov_halpha_ew_oiii_5007_ew,2500,60,0.9457381963729858,8.113815564425907e-05,0.9065004820134651,0.00015256954678806643
cov_halpha_ew_hbeta_ew,2500,51,0.9666284918785095,7.976787688482923e-05,0.9282178105772007,0.0001876769630728555
cov_oiii_5007_ew_hbeta_ew,2500,58,0.9489005208015442,6.930647337675959e-05,0.9157283375825745,0.00012297752385760633
