Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1000,39,-1264.0498046875,0.9916027188301086,0.00013711951519297685,0.9691717289938475,0.0005133939800332191
halpha_ew_mean,1000,41,-1193.2108154296875,0.9967619776725769,0.00022735591696514595,0.9893562519098303,0.0007485648277585981
oiii_5007_ew_mean,1000,45,-1142.330322265625,0.9967474937438965,0.000298542277935636,0.9892257099837599,0.0009610796332951625
hbeta_ew_mean,1000,40,-1226.3880615234375,0.9970666170120239,0.00017625481646259107,0.9894893564776497,0.0006361567996223533
nii_6584_ew_std,1000,43,-1275.8389892578125,0.9660008549690247,0.00012675524370625677,0.9257264176668715,0.0003120699703788154
halpha_ew_std,1000,43,-1227.274658203125,0.970211386680603,0.0001694598866542226,0.9356570476341023,0.00039795577937398735
oiii_5007_ew_std,1000,43,-1199.537109375,0.9366334080696106,0.0002038804550412291,0.8525541083593444,0.0005703752131001501
hbeta_ew_std,1000,47,-1255.7392578125,0.959378182888031,0.0001449308302054024,0.9130915572615321,0.00033471328533832105
cov_nii_6584_ew_halpha_ew,1000,43,-1384.714111328125,0.9728771448135376,5.932436193798472e-05,0.9331920581665168,0.00016549158639589094
cov_nii_6584_ew_oiii_5007_ew,1000,42,-1432.671630859375,0.9098674654960632,4.606768251768625e-05,0.7731712819231038,0.00011659232517420535
cov_nii_6584_ew_hbeta_ew,1000,37,-1442.710693359375,0.9678643941879272,4.308542420709051e-05,0.9273374905458047,0.00010669505175395444
cov_halpha_ew_oiii_5007_ew,1000,45,-1342.150634765625,0.9473090767860413,7.878920999329087e-05,0.9032534506984301,0.0001578679494623229
cov_halpha_ew_hbeta_ew,1000,49,-1349.951904296875,0.9676454663276672,7.733693915876668e-05,0.9287322509371869,0.000186331941345033
cov_oiii_5007_ew_hbeta_ew,1000,45,-1371.5748291015625,0.9506343007087708,6.695490726084621e-05,0.9117395285968926,0.00012879838745669328
