Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3500,54,0.9959730505943298,0.00014275790765796526,0.9928523423506442,0.0002657019763014206
halpha_ew_mean,3500,37,0.9988426566123962,0.00016399267847945728,0.9984601141552127,0.00022191026085845048
oiii_5007_ew_mean,3500,50,0.9977651834487915,0.0002697611492067716,0.9952943777089863,0.0005576743973225725
hbeta_ew_mean,3500,66,0.998985230922699,0.00011717223062151828,0.9979876760121298,0.00023707254894867784
nii_6584_ew_std,3500,36,0.8736680150032043,0.0001034782426106899,0.7298362034694974,0.0002811490933221339
halpha_ew_std,3500,49,0.9603886008262634,0.00010432840388205749,0.9104919081536155,0.0002630037217367732
oiii_5007_ew_std,3500,38,0.8730399012565613,0.00025746163249582243,0.7709854035149606,0.0005789247846647378
hbeta_ew_std,3500,48,0.9547336101531982,9.621526229394085e-05,0.9089804770372876,0.00021197059855401074
cov_nii_6584_ew_halpha_ew,3500,42,0.9348307251930237,2.3620748287864805e-05,0.8619930479578555,6.128547300845607e-05
cov_nii_6584_ew_oiii_5007_ew,3500,56,0.9420034289360046,3.2217593940882594e-05,0.8754641563161187,7.760594081772785e-05
cov_nii_6584_ew_hbeta_ew,3500,55,0.9128900766372681,1.861628909209947e-05,0.827736739001429,4.432602239276547e-05
cov_halpha_ew_oiii_5007_ew,3500,76,0.9567203521728516,3.283370405046963e-05,0.8551026845134264,0.00011549907218871616
cov_halpha_ew_hbeta_ew,3500,46,0.9575477242469788,2.785737510362457e-05,0.9058449425985355,6.868729911501642e-05
cov_oiii_5007_ew_hbeta_ew,3500,31,0.941413164138794,3.705378325696938e-05,0.8459738226122495,0.00010415927791281608
