Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,300,41,-1275.0169677734375,0.9965229034423828,0.00012326467519980562,0.9928992335404081,0.00026395887633740424
halpha_ew_mean,300,42,-1286.0423583984375,0.9991642832756042,0.00011841975490563465,0.9983957954978804,0.0002311791102832395
oiii_5007_ew_mean,300,39,-1172.4425048828125,0.9978367686271667,0.0002611177647578937,0.9953210677807462,0.000554511293961812
hbeta_ew_mean,300,43,-1297.694091796875,0.9990822076797485,0.00010596976791944653,0.9980727821687865,0.00022704616472255903
nii_6584_ew_std,300,41,-1312.4364013671875,0.8827365636825562,9.605018396702849e-05,0.7406839745875908,0.00026986023429074384
halpha_ew_std,300,41,-1322.484375,0.9647360444068909,9.287817075941038e-05,0.9089487059178061,0.00026753814899399764
oiii_5007_ew_std,300,43,-1183.80126953125,0.8883419632911682,0.00022643062783101242,0.7652360277270649,0.0005934586012469555
hbeta_ew_std,300,47,-1331.17431640625,0.9587631225585938,8.765042962541463e-05,0.9082592312469676,0.00021365027008932855
cov_nii_6584_ew_halpha_ew,300,47,-1538.59326171875,0.9413245320320129,2.1267045672957744e-05,0.8549101001250007,6.443083490368993e-05
cov_nii_6584_ew_oiii_5007_ew,300,43,-1514.6141357421875,0.9550796747207642,2.4953640733570943e-05,0.8422713441506262,9.829042281335248e-05
cov_nii_6584_ew_hbeta_ew,300,49,-1572.7476806640625,0.9207508563995361,1.6936361618086707e-05,0.8311513289975666,4.344739515818546e-05
cov_halpha_ew_oiii_5007_ew,300,45,-1479.8037109375,0.9571064710617065,3.2540750319279856e-05,0.8475852158475015,0.00012149132023835332
cov_halpha_ew_hbeta_ew,300,44,-1524.025146484375,0.9630721211433411,2.4232231603005828e-05,0.9105462295292625,6.525765114337881e-05
cov_oiii_5007_ew_hbeta_ew,300,49,-1487.7081298828125,0.9527934789657593,2.9856194737484947e-05,0.8285759684970568,0.00011592447232719817
