Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,200,45,-1275.6981201171875,0.9965386390686035,0.00012270622841443083,0.9929505287558201,0.0002620520642349785
halpha_ew_mean,200,51,-1284.1229248046875,0.9991534948348999,0.00011994482000353406,0.9984151641418066,0.0002283879288195545
oiii_5007_ew_mean,200,43,-1172.896484375,0.9979141354560852,0.00025177632619296207,0.9951453672692442,0.0005753339760220078
hbeta_ew_mean,200,43,-1309.0860595703125,0.9990905523300171,0.00010500572104259712,0.997987401122526,0.00023710493378304307
nii_6584_ew_std,200,47,-1314.757080078125,0.8845366835594177,9.457569224863103e-05,0.7282008843118278,0.0002828509072008829
halpha_ew_std,200,47,-1332.4398193359375,0.9658795595169067,8.986633391211762e-05,0.9065796002494478,0.0002744993476422186
oiii_5007_ew_std,200,53,-1175.81787109375,0.8822382092475891,0.00023880835166081749,0.7420465457738054,0.0006520791697710869
hbeta_ew_std,200,45,-1324.6910400390625,0.9583563208580017,8.851512967922308e-05,0.9145187801273696,0.00019907273463684691
cov_nii_6584_ew_halpha_ew,200,51,-1537.399658203125,0.940855860710144,2.1436938805627058e-05,0.856056588737691,6.39217076757654e-05
cov_nii_6584_ew_oiii_5007_ew,200,35,-1505.861083984375,0.9437241554260254,3.1261710607846096e-05,0.8669509085519452,8.29110689046275e-05
cov_nii_6584_ew_hbeta_ew,200,45,-1578.8289794921875,0.921314537525177,1.6815902239224003e-05,0.8271173242194342,4.448540747196317e-05
cov_halpha_ew_oiii_5007_ew,200,45,-1483.731201171875,0.9582149386405945,3.169980078052124e-05,0.8698743645260094,0.00010372442108222251
cov_halpha_ew_hbeta_ew,200,48,-1510.790771484375,0.9596659541130066,2.6467393245969604e-05,0.9047539174116439,6.948321571707971e-05
cov_oiii_5007_ew_hbeta_ew,200,44,-1487.8935546875,0.9512502551078796,3.0832230198753484e-05,0.8215285114898502,0.00012069027282579986
