Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,4000,62,0.9905027747154236,0.00015508135245953422,0.9689363532040481,0.0005173137753893857
halpha_ew_mean,4000,49,0.9965552687644958,0.00024187105447058535,0.9897307614547636,0.0007222259224573899
oiii_5007_ew_mean,4000,37,0.9961912631988525,0.00034959850345936286,0.9898950274202938,0.0009013757126198859
hbeta_ew_mean,4000,48,0.9967951774597168,0.00019256380075235674,0.9894869895033058,0.000636300060767135
nii_6584_ew_std,4000,46,0.9630855321884155,0.00013762404487757316,0.9257735255566583,0.00031187204054550796
halpha_ew_std,4000,47,0.9694039225578308,0.0001740535657549124,0.9385697281746896,0.00037994109381828963
oiii_5007_ew_std,4000,32,0.9273503422737122,0.0002337486561171263,0.8551843478114064,0.000560200474616215
hbeta_ew_std,4000,40,0.9584187269210815,0.00014835401089314753,0.9139083933701903,0.00033156737811806784
cov_nii_6584_ew_halpha_ew,4000,63,0.9712950587272644,6.278476222642986e-05,0.9381009815718535,0.0001533315721887487
cov_nii_6584_ew_oiii_5007_ew,4000,63,0.8954576253890991,5.343270447681483e-05,0.7929764930434895,0.00010641224024197472
cov_nii_6584_ew_hbeta_ew,4000,69,0.9658910632133484,4.573113141529932e-05,0.9293045272690125,0.00010380672479468698
cov_halpha_ew_oiii_5007_ew,4000,73,0.9440038800239563,8.373153732418561e-05,0.9102227956631579,0.00014649559348043064
cov_halpha_ew_hbeta_ew,4000,41,0.9660986065864563,8.103452651248732e-05,0.9280307231871904,0.0001881661093843387
cov_oiii_5007_ew_hbeta_ew,4000,52,0.9446073770523071,7.512928605639524e-05,0.9143375308228767,0.0001250071262953137
