Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,5000,53,0.9956092238426208,0.00012017946331361655,0.9879126665312594,0.0003475773014247506
halpha_ew_mean,5000,65,0.9986864924430847,0.00014854376387372263,0.9961572693977605,0.0004432754115192484
oiii_5007_ew_mean,5000,73,0.9979216456413269,0.00023038222070897288,0.9934208355522967,0.0007179276818854553
hbeta_ew_mean,5000,59,0.998647928237915,0.00012536177224567986,0.9958588505461097,0.0003924558917153992
nii_6584_ew_std,5000,56,0.9471424221992493,0.00010474635675243164,0.8450280064502103,0.00031336231870307475
halpha_ew_std,5000,41,0.9883610010147095,0.00010893396274191854,0.9638792592140932,0.0003591713184258747
oiii_5007_ew_std,5000,63,0.8212528228759766,0.00028189263395183314,0.6268934089847209,0.0007149404931792474
hbeta_ew_std,5000,60,0.984504759311676,0.0001084223390800843,0.959386339767169,0.00030137903948471075
cov_nii_6584_ew_halpha_ew,5000,34,0.9806618094444275,2.751188249482556e-05,0.9286346241973361,0.00011726318857222979
cov_nii_6584_ew_oiii_5007_ew,5000,68,0.9600344896316528,3.0347258601415736e-05,0.8785919171813367,0.00010866364441083918
cov_nii_6584_ew_hbeta_ew,5000,62,0.9750874638557434,2.267752082428856e-05,0.9219585814687834,8.004057874652365e-05
cov_halpha_ew_oiii_5007_ew,5000,40,0.960514485836029,6.213344421004999e-05,0.8657499549708604,0.00024436982735200036
cov_halpha_ew_hbeta_ew,5000,53,0.9876508116722107,4.5166075630904514e-05,0.9573382672024792,0.00017184446237090672
cov_oiii_5007_ew_hbeta_ew,5000,76,0.954675018787384,5.400913736236219e-05,0.8661418423722017,0.00017872779206125187
