Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,400,41,-1285.049072265625,0.995644748210907,0.00011920667071045119,0.9880435035771121,0.0003438150169273879
halpha_ew_mean,400,45,-1259.3358154296875,0.99878990650177,0.00013684855348095314,0.9962746608562463,0.0004297338046632298
oiii_5007_ew_mean,400,41,-1191.32958984375,0.9979912638664246,0.00022266185237858848,0.9934311862884737,0.0007167981949895926
hbeta_ew_mean,400,39,-1283.983154296875,0.9986611604690552,0.00012413481605970243,0.9959233408558067,0.00038634415817837334
nii_6584_ew_std,400,45,-1311.7186279296875,0.951298177242279,9.651095769047199e-05,0.8450244512629915,0.0003133695074968998
halpha_ew_std,400,43,-1314.9854736328125,0.9899104833602905,9.443165227552608e-05,0.9613218120291304,0.0003846016295779108
oiii_5007_ew_std,400,45,-1161.3170166015625,0.8275368213653564,0.0002719824970864899,0.6261487789347338,0.000716367340594956
hbeta_ew_std,400,45,-1308.6988525390625,0.9854485392570496,0.00010181853120834861,0.959273685679409,0.000302215004048567
cov_nii_6584_ew_halpha_ew,400,43,-1519.8931884765625,0.9824913740158081,2.490900969995941e-05,0.9287769211250799,0.00011702937502772594
cov_nii_6584_ew_oiii_5007_ew,400,43,-1498.9642333984375,0.9622846841812134,2.8638609955086066e-05,0.8811961620354357,0.00010633277211457491
cov_nii_6584_ew_hbeta_ew,400,40,-1543.6761474609375,0.976648211479187,2.1256788931434434e-05,0.9196345683581594,8.242412530282368e-05
cov_halpha_ew_oiii_5007_ew,400,41,-1396.9906005859375,0.9652622938156128,5.4662450475275435e-05,0.8699001126619286,0.00023681546624746742
cov_halpha_ew_hbeta_ew,400,43,-1464.889892578125,0.9901726841926575,3.5942431781186444e-05,0.9566320324351147,0.00017468922572080113
cov_oiii_5007_ew_hbeta_ew,400,41,-1405.0374755859375,0.9565228223800659,5.1807265432524824e-05,0.8570890664624006,0.00019081508415504396
