Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2000,68,0.9956434369087219,0.00011924242363831203,0.9750335844025652,0.0007179217303838754
halpha_ew_mean,2000,66,0.9988158941268921,0.00013391527078969605,0.9963500280430179,0.0004210398773002805
oiii_5007_ew_mean,2000,68,0.9979951977729797,0.0002222272703451539,0.9933100038817111,0.0007300217897277966
hbeta_ew_mean,2000,75,0.9987505674362183,0.00011584555517295672,0.9961636705282345,0.000363568163989199
nii_6584_ew_std,2000,72,0.9505372643470764,9.801888921286249e-05,0.8439090646974334,0.0003156248835324492
halpha_ew_std,2000,73,0.9892609119415283,0.00010051099892647543,0.9646258693430388,0.0003517473027902888
oiii_5007_ew_std,2000,67,0.8284279108047485,0.0002705771922918796,0.6323260128543673,0.0007045306301981526
hbeta_ew_std,2000,76,0.9855055212974548,0.0001014197775084291,0.9602658329557351,0.00029485264391031907
cov_nii_6584_ew_halpha_ew,2000,74,0.9823065996170044,2.5171946811814545e-05,0.9275087381649081,0.00011911317513289073
cov_nii_6584_ew_oiii_5007_ew,2000,76,0.9623064398765564,2.8622092893779977e-05,0.8862746773598345,0.0001017873582464578
cov_nii_6584_ew_hbeta_ew,2000,78,0.9768412113189697,2.1081082697823097e-05,0.9237638327798925,7.818908293258865e-05
cov_halpha_ew_oiii_5007_ew,2000,64,0.9648613333702087,5.529338604961152e-05,0.8714755044211866,0.00023394784551677723
cov_halpha_ew_hbeta_ew,2000,75,0.9897946119308472,3.732535136343918e-05,0.9563721925900455,0.00017573587890505876
cov_oiii_5007_ew_hbeta_ew,2000,78,0.9561136960983276,5.229478818658033e-05,0.8604372134821288,0.0001863446287495811
