Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2000,70,0.996366560459137,0.00012880712779055054,0.9931626760062441,0.0002541658522100306
halpha_ew_mean,2000,73,0.9991635680198669,0.00011851989924555657,0.998385421624915,0.00023267407100623915
oiii_5007_ew_mean,2000,57,0.9977909326553345,0.00026664962499977935,0.9953165347800995,0.0005550485105608957
hbeta_ew_mean,2000,85,0.998999834060669,0.00011548397368871297,0.9980224627077032,0.00023297431693493535
nii_6584_ew_std,2000,55,0.8751968145370483,0.00010222600741138667,0.7338873952001741,0.0002769331735853631
halpha_ew_std,2000,52,0.9651772379875183,9.171613611637939e-05,0.9118405117478869,0.0002590410882237083
oiii_5007_ew_std,2000,58,0.8733688592910767,0.00025679456094970874,0.7705501787072071,0.0005800249871495427
hbeta_ew_std,2000,70,0.9566594362258911,9.212195196048259e-05,0.9125873292305876,0.0002035707894424768
cov_nii_6584_ew_halpha_ew,2000,70,0.9378734827041626,2.25178948868062e-05,0.8550199091481019,6.438207143328666e-05
cov_nii_6584_ew_oiii_5007_ew,2000,72,0.9505321383476257,2.7479819378486287e-05,0.8488300521383741,9.4203288628676e-05
cov_nii_6584_ew_hbeta_ew,2000,64,0.9157100319862366,1.801363649368655e-05,0.8280643189229357,4.424173097245939e-05
cov_halpha_ew_oiii_5007_ew,2000,55,0.9567663073539734,3.2798797130328427e-05,0.8758331601649512,9.897460659912596e-05
cov_halpha_ew_hbeta_ew,2000,69,0.9581197500228882,2.748200354325881e-05,0.9052386823960984,6.912957356118639e-05
cov_oiii_5007_ew_hbeta_ew,2000,37,0.9459578394889832,3.417944136152736e-05,0.8091935233639032,0.00012903173450492343
