Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,4500,57,0.9955672025680542,0.0001213283350035448,0.9877456028317435,0.0003523813014131609
halpha_ew_mean,4500,63,0.9987159967422485,0.00014521028075179855,0.9961651032866896,0.00044237173892329283
oiii_5007_ew_mean,4500,68,0.9979698061943054,0.00022504191911915255,0.993408535205354,0.0007192699130513003
hbeta_ew_mean,4500,70,0.9987110495567322,0.00011950884582888,0.9960882936433189,0.00037071161604608786
nii_6584_ew_std,4500,58,0.9474509954452515,0.00010413482594812522,0.8490064274051161,0.00030531772182689366
halpha_ew_std,4500,60,0.9887523055076599,0.00010527164867370369,0.9652942302356852,0.0003451013686878036
oiii_5007_ew_std,4500,72,0.8262516856193542,0.000274009182505618,0.6148207627132055,0.0007380738922860522
hbeta_ew_std,4500,65,0.984786868095398,0.00010644841059709912,0.9601174605492582,0.0002959536609842227
cov_nii_6584_ew_halpha_ew,4500,48,0.9812211394309998,2.6716141777593934e-05,0.9279222739963406,0.00011843367853335306
cov_nii_6584_ew_oiii_5007_ew,4500,58,0.9602910876274109,3.015240879933464e-05,0.8803207413334138,0.00010711629823298403
cov_nii_6584_ew_hbeta_ew,4500,60,0.9747674465179443,2.2968804518021702e-05,0.9170627823129366,8.506179190789095e-05
cov_halpha_ew_oiii_5007_ew,4500,66,0.9624199867248535,5.913503580346201e-05,0.8741964057628602,0.00022899510087552027
cov_halpha_ew_hbeta_ew,4500,72,0.988412618637085,4.2379689828616317e-05,0.9558010383017272,0.00017803652857798047
cov_oiii_5007_ew_hbeta_ew,4500,49,0.9483181834220886,6.158392984700783e-05,0.8470697629371021,0.00020419288666482702
