Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1500,74,0.9913709163665771,0.00014090536724385456,0.9629064360975158,0.0006177320940805382
halpha_ew_mean,1500,74,0.9968364238739014,0.00022212813662040868,0.9892508037237371,0.0007559808998594766
oiii_5007_ew_mean,1500,76,0.9966338872909546,0.00030897184173717227,0.9892842373749483,0.0009558589195797982
hbeta_ew_mean,1500,71,0.9970809817314148,0.00017539315336103845,0.9894734664869033,0.0006371185414641116
nii_6584_ew_std,1500,67,0.9668219089508057,0.00012369402639885807,0.9208253072005427,0.00033266261381952815
halpha_ew_std,1500,68,0.9702195525169373,0.00016941362569169796,0.934544742550497,0.0004048352932938736
oiii_5007_ew_std,1500,75,0.9355142712593079,0.00020748128784857443,0.8550274741798176,0.0005608073198124534
hbeta_ew_std,1500,75,0.9589448571205139,0.00014647692345907238,0.9136206991646982,0.0003326753840799602
cov_nii_6584_ew_halpha_ew,1500,80,0.9722990393638611,6.058874291064151e-05,0.9382348191552268,0.00015300003983819322
cov_nii_6584_ew_oiii_5007_ew,1500,63,0.9083643555641174,4.683593795538107e-05,0.7527690440209872,0.00012707928809465295
cov_nii_6584_ew_hbeta_ew,1500,71,0.9674390554428101,4.3655632322420384e-05,0.9263897311922175,0.00010808670797448489
cov_halpha_ew_oiii_5007_ew,1500,57,0.9481006860733032,7.760547922004426e-05,0.9014516966354652,0.000160807994574103
cov_halpha_ew_hbeta_ew,1500,53,0.9670484066009521,7.87641627425262e-05,0.9262377390538473,0.00019285392706849474
cov_oiii_5007_ew_hbeta_ew,1500,51,0.9505034685134888,6.713238266560817e-05,0.9136632316614887,0.00012599113015649324
