Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,4000,61,0.9956021904945374,0.00012037193198537696,0.9876505238584263,0.0003551153447034603
halpha_ew_mean,4000,60,0.9987473487854004,0.00014166637877793386,0.9960674083024121,0.00045364127323146216
oiii_5007_ew_mean,4000,60,0.9979443550109863,0.00022786151881970111,0.9933816198486594,0.0007222069546456431
hbeta_ew_mean,4000,68,0.9986774325370789,0.00012262907780470964,0.995916739303943,0.0003869697859061909
nii_6584_ew_std,4000,76,0.9479371905326843,0.00010317135058702545,0.846535567262112,0.00031031394369813135
halpha_ew_std,4000,75,0.988786518573761,0.00010495111283934309,0.9651880708840793,0.0003461569781091471
oiii_5007_ew_std,4000,72,0.8287109732627869,0.00027013088665774776,0.6282767682193098,0.0007122897237818756
hbeta_ew_std,4000,69,0.9845793843269348,0.00010790035250559364,0.960142368769275,0.0002957688262418996
cov_nii_6584_ew_halpha_ew,4000,73,0.9820489287376404,2.553854351955187e-05,0.9318873643842436,0.00011191848630416504
cov_nii_6584_ew_oiii_5007_ew,4000,52,0.9605060815811157,2.9989167767578405e-05,0.8858327342260116,0.00010218290976517562
cov_nii_6584_ew_hbeta_ew,4000,65,0.9751701354980469,2.2602225989613028e-05,0.9187688555990946,8.331201472830965e-05
cov_halpha_ew_oiii_5007_ew,4000,69,0.9645846486091614,5.572874576515105e-05,0.872510017052707,0.00023206476478408012
cov_halpha_ew_hbeta_ew,4000,50,0.9886765480041504,4.141440358850026e-05,0.9592835444677997,0.00016400874863166568
cov_oiii_5007_ew_hbeta_ew,4000,49,0.9524917602539062,5.661070644771759e-05,0.8636390189966673,0.00018206956893728195
