Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,600,39,-1265.8284912109375,0.9919743537902832,0.00013105146309148007,0.9699062950545245,0.0005011609944917005
halpha_ew_mean,600,41,-1191.362060546875,0.9969336986541748,0.00021530011458612626,0.989453416976681,0.0007417312996710254
oiii_5007_ew_mean,600,44,-1155.629150390625,0.9968177676200867,0.0002920897273744481,0.9890226700923074,0.0009791910359144833
hbeta_ew_mean,600,41,-1226.1966552734375,0.9970628619194031,0.00017647997798210998,0.9898120810376878,0.0006166238925423234
nii_6584_ew_std,600,43,-1273.326904296875,0.9665624499320984,0.00012466141589010497,0.9205638956470938,0.00033376096794732
halpha_ew_std,600,38,-1232.361083984375,0.9702264666557312,0.00016937422714097006,0.9343104860613176,0.0004062841500885488
oiii_5007_ew_std,600,43,-1198.4793701171875,0.9361850619316101,0.00020532311027533724,0.8533559980808647,0.0005672732072340955
hbeta_ew_std,600,43,-1250.3660888671875,0.9592799544334412,0.00014528139941725568,0.9131466604462417,0.0003345010646678594
cov_nii_6584_ew_halpha_ew,600,44,-1382.53662109375,0.9715457558631897,6.223642728713823e-05,0.9373745991791367,0.00015513091177625437
cov_nii_6584_ew_oiii_5007_ew,600,45,-1427.2452392578125,0.9096173048019409,4.619552788728506e-05,0.7756062097461519,0.00011534074689554882
cov_nii_6584_ew_hbeta_ew,600,43,-1436.974365234375,0.968769371509552,4.187202742194814e-05,0.9242639064859389,0.00011120819357634402
cov_halpha_ew_oiii_5007_ew,600,42,-1349.95458984375,0.9482812285423279,7.733554111595396e-05,0.9053519625453018,0.00015444366441464265
cov_halpha_ew_hbeta_ew,600,43,-1346.2318115234375,0.9679226875305176,7.667441250364624e-05,0.926633536165987,0.00019181910212658817
cov_oiii_5007_ew_hbeta_ew,600,43,-1386.4041748046875,0.9567503929138184,5.865964964768019e-05,0.9070087643409364,0.0001357019853858504
