Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,3500,67,0.9905128479003906,0.00015491653478340265,0.967450464299808,0.0005420588030389355
halpha_ew_mean,3500,42,0.996586799621582,0.00023965638621353192,0.9894765297411374,0.0007401058006083103
oiii_5007_ew_mean,3500,39,0.9963952898979187,0.00033087069508889387,0.9894454676634925,0.0009414769838460685
hbeta_ew_mean,3500,54,0.9968369007110596,0.00019005713284244816,0.9894445286765992,0.0006388700027092779
nii_6584_ew_std,3500,68,0.9646947979927063,0.00013162428753718213,0.9254275607616723,0.0003133256559486149
halpha_ew_std,3500,58,0.9692013263702393,0.00017520618682387063,0.9363590774428181,0.0003936137837179203
oiii_5007_ew_std,3500,43,0.9329481720924377,0.00021573769602721449,0.8558267334885763,0.0005577154893553086
hbeta_ew_std,3500,48,0.9586818218231201,0.0001474152602789844,0.9115657167084679,0.000340589804216418
cov_nii_6584_ew_halpha_ew,3500,52,0.9715461730957031,6.223550251113787e-05,0.9373989503639129,0.00015507059086097627
cov_nii_6584_ew_oiii_5007_ew,3500,72,0.9069708585739136,4.754816719523377e-05,0.783939036813212,0.00011105758693564579
cov_nii_6584_ew_hbeta_ew,3500,67,0.9660153388977051,4.556453285649582e-05,0.9276308773715782,0.00010626425294456884
cov_halpha_ew_oiii_5007_ew,3500,50,0.9455622434616089,8.140123886163418e-05,0.9096594070619689,0.00014741491312399662
cov_halpha_ew_hbeta_ew,3500,47,0.9666145443916321,7.980128047051066e-05,0.9290836695709795,0.00018541314543635788
cov_oiii_5007_ew_hbeta_ew,3500,46,0.9499179124832153,6.792656263965766e-05,0.9146985705938739,0.00012448026144207952
