Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1000,45,-1274.3160400390625,0.9965066313743591,0.00012384195498907875,0.9930103098349955,0.00025982980462749126
halpha_ew_mean,1000,45,-1284.3721923828125,0.9991549253463745,0.00011974565209120884,0.9984068001292041,0.00022959325207433888
oiii_5007_ew_mean,1000,33,-1179.6768798828125,0.9978685975074768,0.00025727533924240414,0.9951752873180587,0.0005717880804616357
hbeta_ew_mean,1000,37,-1300.9432373046875,0.9990713596343994,0.00010722135371699854,0.9980079533735604,0.0002346836663486134
nii_6584_ew_std,1000,42,-1316.4228515625,0.8819330930709839,9.670832675363577e-05,0.7416705881280512,0.00026883350344848435
halpha_ew_std,1000,47,-1323.4383544921875,0.9661107659339905,8.925737449757205e-05,0.909100123221664,0.0002670932359852571
oiii_5007_ew_std,1000,43,-1175.2950439453125,0.8818270564079285,0.00023964216798906621,0.7511822613724684,0.0006289850427290154
hbeta_ew_std,1000,45,-1329.73486328125,0.9597333669662476,8.558821608592744e-05,0.9141067640245293,0.00020003225735340454
cov_nii_6584_ew_halpha_ew,1000,41,-1538.9344482421875,0.9394692778587341,2.1939495207067387e-05,0.8545588384869393,6.458682150668182e-05
cov_nii_6584_ew_oiii_5007_ew,1000,39,-1505.9337158203125,0.9507866501808167,2.7338427320467244e-05,0.8479069772278757,9.477851335719923e-05
cov_nii_6584_ew_hbeta_ew,1000,45,-1572.859375,0.9181199073791504,1.7498622486445833e-05,0.8287581955184524,4.4063185707889335e-05
cov_halpha_ew_oiii_5007_ew,1000,41,-1491.7991943359375,0.9590580463409424,3.106019309310735e-05,0.849530238020485,0.00011994092397592639
cov_halpha_ew_hbeta_ew,1000,37,-1513.330078125,0.9603430032730103,2.6023090764900077e-05,0.9105505887752002,6.52544710186154e-05
cov_oiii_5007_ew_hbeta_ew,1000,45,-1482.96044921875,0.9479089975357056,3.2945437756006e-05,0.8475047645040928,0.00010312398764797069
