Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,300,45,-1285.17822265625,0.9956485033035278,0.00011910404607203236,0.986978124079096,0.00037445053566039334
halpha_ew_mean,300,43,-1265.376220703125,0.9987981915473938,0.00013591240449551317,0.9962696002202697,0.00043031757066904023
oiii_5007_ew_mean,300,43,-1201.2666015625,0.9979901313781738,0.00022278690102992975,0.9933682214844749,0.0007236690029979074
hbeta_ew_mean,300,40,-1283.3697509765625,0.9986998438835144,0.00012054858071355884,0.9960246855194835,0.0003767397450083773
nii_6584_ew_std,300,45,-1310.693603515625,0.9509643316268921,9.717261334515778e-05,0.8457921719281457,0.00031181713198543873
halpha_ew_std,300,43,-1305.9215087890625,0.9892820119857788,0.00010031386528702477,0.9635805397745282,0.00036214167431043216
oiii_5007_ew_std,300,41,-1174.7674560546875,0.8369725942611694,0.0002571019247109851,0.6155189298856019,0.0007367360762448068
hbeta_ew_std,300,43,-1302.643798828125,0.9853469133377075,0.00010252995516797432,0.9593946928603363,0.0003013170542516379
cov_nii_6584_ew_halpha_ew,300,43,-1524.0301513671875,0.9835272431373596,2.3435374593495676e-05,0.9078660921441649,0.00015138876085610067
cov_nii_6584_ew_oiii_5007_ew,300,45,-1492.234619140625,0.9605540633201599,2.995272465710342e-05,0.8812277782512316,0.00010630447471335507
cov_nii_6584_ew_hbeta_ew,300,45,-1539.0015869140625,0.9750906825065613,2.267460368044548e-05,0.9194438188104401,8.261976121619417e-05
cov_halpha_ew_oiii_5007_ew,300,37,-1402.355712890625,0.9641671180725098,5.638582428155826e-05,0.8758482455732948,0.00022598832490608608
cov_halpha_ew_hbeta_ew,300,47,-1444.9044189453125,0.9891409873962402,3.971587032106004e-05,0.9584865338841629,0.0001672191633585835
cov_oiii_5007_ew_hbeta_ew,300,43,-1402.2020263671875,0.9556931853294373,5.279590818290822e-05,0.8581131301909619,0.00018944775135755617
