Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,5000,47,0.9905360341072083,0.00015453832894270108,0.969134183754607,0.0005140192340346891
halpha_ew_mean,5000,51,0.9964618682861328,0.00024842971928668207,0.9894074319726753,0.0007449653819051561
oiii_5007_ew_mean,5000,40,0.9961974620819092,0.00034902828349381353,0.9896946096744167,0.000919253216698855
hbeta_ew_mean,5000,41,0.9967622756958008,0.00019454226452215325,0.9897093196947789,0.0006228435238037972
nii_6584_ew_std,5000,68,0.9641686081886292,0.0001335860549290467,0.9210275254443723,0.0003318129679645738
halpha_ew_std,5000,46,0.9692769646644592,0.00017477588706962,0.9348674752907848,0.0004028392182853723
oiii_5007_ew_std,5000,28,0.9199156761169434,0.0002576695073475936,0.8502982797134072,0.0005791015921828553
hbeta_ew_std,5000,31,0.9583629369735718,0.00014855311840856106,0.9138697302901986,0.00033171628248359925
cov_nii_6584_ew_halpha_ew,5000,43,0.9696981906890869,6.627751192062057e-05,0.9380873191177967,0.00015336541578778612
cov_nii_6584_ew_oiii_5007_ew,5000,38,0.8968120217323303,5.27404448746296e-05,0.7888704545711289,0.00010852278681123662
cov_nii_6584_ew_hbeta_ew,5000,45,0.9645185470581055,4.757130217433263e-05,0.9258947930936641,0.00010881345752438093
cov_halpha_ew_oiii_5007_ew,5000,32,0.9375115036964417,9.343958292885484e-05,0.9032821791144537,0.00015782107134458434
cov_halpha_ew_hbeta_ew,5000,37,0.9654927849769592,8.248260458166122e-05,0.9280500258936494,0.00018811564180517404
cov_oiii_5007_ew_hbeta_ew,5000,35,0.9414731860160828,7.938022007979934e-05,0.9162680083120583,0.0001221899830864084
