Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,2500,62,0.9965379238128662,0.00012273120714188776,0.9930250717571503,0.00025928105536123316
halpha_ew_mean,2500,55,0.998988151550293,0.00014337363362106715,0.998391389747897,0.00023181401522205585
oiii_5007_ew_mean,2500,47,0.9978868365287781,0.00025507668460941156,0.9951747828487844,0.0005718478663052854
hbeta_ew_mean,2500,64,0.9990339279174805,0.00011154460471939152,0.9981358880073752,0.00021961164518297807
nii_6584_ew_std,2500,52,0.8745054006576538,0.00010279232686906624,0.733219424382391,0.00027762830517663156
halpha_ew_std,2500,58,0.9642496109008789,9.415938672517222e-05,0.907930560141744,0.00027052979056350467
oiii_5007_ew_std,2500,66,0.8764247298240662,0.00025059754971528374,0.7696285212029309,0.0005823548402697676
hbeta_ew_std,2500,60,0.9561030864715576,9.330447332072467e-05,0.9095786431997195,0.00021057756071599237
cov_nii_6584_ew_halpha_ew,2500,78,0.9357891082763672,2.327338910905998e-05,0.8607841914669543,6.182229626806697e-05
cov_nii_6584_ew_oiii_5007_ew,2500,68,0.945925235748291,3.0039005574402646e-05,0.872643101896178,7.936391326872148e-05
cov_nii_6584_ew_hbeta_ew,2500,61,0.9146726727485657,1.8235334063739915e-05,0.8351125409200792,4.2428113580895226e-05
cov_halpha_ew_oiii_5007_ew,2500,29,0.9541325569152832,3.47968756353617e-05,0.8522400628785503,0.00011778089598748885
cov_halpha_ew_hbeta_ew,2500,79,0.9606378674507141,2.5829628651398214e-05,0.9074821032025198,6.749296985423441e-05
cov_oiii_5007_ew_hbeta_ew,2500,63,0.9422172904014587,3.654519741577423e-05,0.8508803863245084,0.00010084124365416181
