Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,200,40,-1285.6529541015625,0.9956622123718262,0.00011872759012004565,0.9860859898906481,0.0004001042991253823
halpha_ew_mean,200,47,-1260.6298828125,0.9988003373146057,0.0001356730084734515,0.9962283567939437,0.0004350751763066583
oiii_5007_ew_mean,200,45,-1195.4600830078125,0.9980458617210388,0.00021661406224976582,0.9932086436774579,0.0007410823578369147
hbeta_ew_mean,200,47,-1281.6761474609375,0.9986850619316101,0.00012191733673173923,0.9960314918714996,0.00037609470841176083
nii_6584_ew_std,200,45,-1317.944091796875,0.9516910314559937,9.573244065687125e-05,0.8388800245369469,0.0003257938931027794
halpha_ew_std,200,45,-1305.8648681640625,0.9892779588699341,0.00010035177682021377,0.9630111777568242,0.00036780320012941986
oiii_5007_ew_std,200,40,-1158.832275390625,0.8246561884880066,0.0002765253526930435,0.6239190498756837,0.000720639909430568
hbeta_ew_std,200,43,-1307.4986572265625,0.985813558101654,9.926464897393971e-05,0.9585166573238453,0.0003078326331259394
cov_nii_6584_ew_halpha_ew,200,41,-1522.64599609375,0.9833745360374451,2.365262873726946e-05,0.9276983426493443,0.0001188016287259321
cov_nii_6584_ew_oiii_5007_ew,200,41,-1493.463134765625,0.962161123752594,2.873242573132803e-05,0.8738669285369969,0.00011289264196992803
cov_nii_6584_ew_hbeta_ew,200,45,-1538.016845703125,0.9757503271102905,2.207412487876477e-05,0.9195040861721336,8.255795000619496e-05
cov_halpha_ew_oiii_5007_ew,200,45,-1399.9447021484375,0.9659397006034851,5.359644664381105e-05,0.8630785319781676,0.00024923250859256737
cov_halpha_ew_hbeta_ew,200,43,-1447.1856689453125,0.9893049001693726,3.911644487699639e-05,0.9593147045138113,0.00016388323377319246
cov_oiii_5007_ew_hbeta_ew,200,43,-1411.354248046875,0.9568997621536255,5.1358103217040883e-05,0.8589188783948911,0.00018837191406831141
