Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,900,44,-1270.0628662109375,0.9919326901435852,0.0001317314796062042,0.9701368143457941,0.0004973220761042324
halpha_ew_mean,900,41,-1188.739990234375,0.9967736005783081,0.00022653924663602212,0.9894775916518253,0.0007400311174248678
oiii_5007_ew_mean,900,42,-1143.7293701171875,0.9966682195663452,0.0003058175010523913,0.9896024796830637,0.0009274713227802367
hbeta_ew_mean,900,38,-1225.6885986328125,0.9970529079437256,0.00017707855604452434,0.989506339024838,0.0006351289307915089
nii_6584_ew_std,900,43,-1271.7386474609375,0.9650586247444153,0.0001302679169874375,0.9259244006790212,0.00031123811939228385
halpha_ew_std,900,45,-1228.657958984375,0.9704848527908325,0.00016790426697039043,0.9358303663461351,0.0003968838176347291
oiii_5007_ew_std,900,45,-1199.1669921875,0.9364769458770752,0.00020438398391198613,0.8543714997669619,0.0005633448713261484
hbeta_ew_std,900,45,-1250.655517578125,0.9593583941459656,0.00014500138011132318,0.9124772073192643,0.0003370793510627144
cov_nii_6584_ew_halpha_ew,900,43,-1384.5694580078125,0.9728509783744812,5.938155331792027e-05,0.9354211472322117,0.00015996985536249013
cov_nii_6584_ew_oiii_5007_ew,900,44,-1430.7470703125,0.9117028713226318,4.512957796183132e-05,0.7719694339429319,0.00011721008756206426
cov_nii_6584_ew_hbeta_ew,900,40,-1437.6737060546875,0.9678587317466736,4.3092958755914836e-05,0.9282616354537386,0.00010533807014788529
cov_halpha_ew_oiii_5007_ew,900,39,-1345.0211181640625,0.9483078122138977,7.729581500375083e-05,0.9050513694490144,0.000154934162691594
cov_halpha_ew_hbeta_ew,900,45,-1341.4549560546875,0.9668846726417542,7.915548643399975e-05,0.9282797227483477,0.00018751509160652737
cov_oiii_5007_ew_hbeta_ew,900,43,-1383.7396240234375,0.9559752345085144,5.9710992385114036e-05,0.9096103910528254,0.00013190543501705453
