Model,popsize,complexity,bic,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,300,43,-1266.20361328125,0.9919943809509277,0.00013072419102301216,0.9639777444936491,0.0005998912206425132
halpha_ew_mean,300,43,-1195.2578125,0.996910810470581,0.00021690645280209652,0.9895952865048202,0.0007317537487184804
oiii_5007_ew_mean,300,39,-1153.5533447265625,0.9967734217643738,0.00029615986140279875,0.9892808933601455,0.0009561572097238016
hbeta_ew_mean,300,41,-1231.3968505859375,0.9970666170120239,0.00017625702403724472,0.9894060996286268,0.0006411959212050033
nii_6584_ew_std,300,44,-1278.5194091796875,0.9666029810905457,0.00012451034463473125,0.9247768241010864,0.00031605980938533256
halpha_ew_std,300,37,-1234.99755859375,0.9707452058792114,0.0001664232795407894,0.9360842394670763,0.0003953136336131488
oiii_5007_ew_std,300,42,-1207.54248046875,0.9378860592842102,0.00019985015980607387,0.8516572350530851,0.0005738446505832112
hbeta_ew_std,300,43,-1256.009521484375,0.9594513177871704,0.00014466998275884283,0.9126128072114992,0.0003365571108292997
cov_nii_6584_ew_halpha_ew,300,37,-1390.35205078125,0.9720728397369385,6.108349073898502e-05,0.936959128485764,0.00015616008439047147
cov_nii_6584_ew_oiii_5007_ew,300,47,-1426.4522705078125,0.9121232628822327,4.491472810666291e-05,0.773033816073426,0.00011666298405365353
cov_nii_6584_ew_hbeta_ew,300,39,-1441.4134521484375,0.9686501622200012,4.203187232844374e-05,0.9276941672740354,0.00010617132029651006
cov_halpha_ew_oiii_5007_ew,300,40,-1357.2330322265625,0.9507308602333069,7.367261365624865e-05,0.8986321256758949,0.00016540888100327573
cov_halpha_ew_hbeta_ew,300,45,-1345.5657958984375,0.9677799344062805,7.701559365361576e-05,0.9287747430842307,0.0001862208441888201
cov_oiii_5007_ew_hbeta_ew,300,43,-1378.168701171875,0.9527574181556702,6.407536000681192e-05,0.9115279211471781,0.0001291071859240453
