Model,popsize,complexity,R2 Train,MSE Train,R2 Test,MSE Test
nii_6584_ew_mean,1500,52,0.9965071678161621,0.00012382167477973323,0.9930789611272147,0.00025727780998629015
halpha_ew_mean,1500,56,0.9991371035575867,0.00012226834445143033,0.9983472270193999,0.00023817822892931457
oiii_5007_ew_mean,1500,56,0.9978494644165039,0.00025958478348632073,0.9952246671020517,0.0005659359657836777
hbeta_ew_mean,1500,76,0.9990453720092773,0.00011022508942497718,0.9980887561142979,0.00022516426896322355
nii_6584_ew_std,1500,61,0.8791061639785767,9.902381536710453e-05,0.7331276634465201,0.0002777237972605221
halpha_ew_std,1500,69,0.9654843807220459,9.090725327294078e-05,0.9106731227267207,0.0002624712547142227
oiii_5007_ew_std,1500,73,0.8795804977416992,0.00024419788322445015,0.7645650006065825,0.0005951548871483425
hbeta_ew_std,1500,65,0.9578396081924438,8.961340875404893e-05,0.9132395252945846,0.00020205192419730679
cov_nii_6584_ew_halpha_ew,1500,62,0.9394413828849792,2.1949601227217818e-05,0.8595755114881987,6.2359041143001e-05
cov_nii_6584_ew_oiii_5007_ew,1500,82,0.9508787393569946,2.7287299896428476e-05,0.8467954729534263,9.547116000727153e-05
cov_nii_6584_ew_hbeta_ew,1500,61,0.9193947315216064,1.7226176676104655e-05,0.8302829440770114,4.367084413512308e-05
cov_halpha_ew_oiii_5007_ew,1500,49,0.9575837254524231,3.217865682481795e-05,0.8470787341189729,0.00012189504179474754
cov_halpha_ew_hbeta_ew,1500,78,0.9636430740356445,2.3857587321338938e-05,0.9037050923505697,7.024834679636052e-05
cov_oiii_5007_ew_hbeta_ew,1500,32,0.9431819319725037,3.593510023837507e-05,0.8390598709334383,0.00010883479623445914
